#{"t_start": 1632671971.0842528, "env_id": null}
r,l,t 
1.261905,12,1833.770333
1.285714,13,1833.802253
-0.857143,7,1833.939849
-9.666667,15,1833.97778
-0.738095,12,1834.008689
1.166667,8,1834.029633
1.261905,12,1834.059554
-0.785714,10,1834.086485
1.214286,10,1834.112413
1.214286,10,1834.137345
1.119048,6,1834.154299
1.119048,6,1834.170257
1.357143,16,1834.209155
-0.738095,12,1834.240046
-0.833333,8,1834.262012
-9.666667,15,1834.297916
1.119048,6,1834.314871
1.285714,13,1834.347757
1.238095,11,1834.37471
-9.785714,10,1834.39965
-0.880952,6,1834.416598
-0.785714,10,1834.443534
-0.785714,10,1834.469457
-0.857143,7,1834.489403
-0.809524,9,1834.513339
1.071429,4,1834.524309
1.166667,8,1834.545254
1.190476,9,1834.568192
1.285714,13,1834.721756
-0.880952,6,1834.737738
1.190476,9,1834.76165
-0.880952,6,1834.778636
1.190476,9,1834.800571
-0.761905,11,1834.8295
-0.880952,6,1834.846457
-9.761905,11,1834.872378
-0.833333,8,1834.89432
1.214286,10,1834.919257
1.166667,8,1834.940173
-9.666667,15,1834.977099
1.142857,7,1834.995051
-0.809524,9,1835.019959
-0.904762,5,1835.034919
1.190476,9,1835.057884
1.119048,6,1835.073839
-9.785714,10,1835.098797
1.119048,6,1835.11473
1.214286,10,1835.140661
-0.809524,9,1835.164596
1.261905,12,1835.194517
-0.928571,4,1835.20646
-0.785714,10,1835.233412
1.190476,9,1835.256351
-9.666667,15,1835.292256
1.238095,11,1835.320199
1.095238,5,1835.333152
1.214286,10,1835.359077
1.214286,10,1835.503689
1.119048,6,1835.519647
1.142857,7,1835.538599
1.309524,14,1835.574475
1.285714,13,1835.60639
1.285714,13,1835.638329
1.119048,6,1835.655283
-0.833333,8,1835.676247
1.166667,8,1835.697171
1.190476,9,1835.721108
1.142857,7,1835.740032
1.214286,10,1835.765963
1.166667,8,1835.785941
-0.666667,15,1835.822844
1.285714,13,1835.854758
1.119048,6,1835.870708
1.285714,13,1835.902622
1.238095,11,1835.930547
1.214286,10,1835.956478
1.119048,6,1835.975428
1.190476,9,1835.999367
1.119048,6,1836.016317
1.380952,17,1836.058205
1.261905,12,1836.088126
1.166667,8,1836.110068
-0.833333,8,1836.132008
1.261905,12,1836.27962
1.309524,14,1836.314519
-9.714286,13,1836.345438
-0.761905,11,1836.37436
-9.714286,13,1836.406249
1.261905,12,1836.436194
-0.809524,9,1836.460131
-9.738095,12,1836.489052
-9.738095,12,1836.518972
-0.785714,10,1836.545902
-9.666667,15,1836.581805
1.238095,11,1836.608732
1.095238,5,1836.622696
1.142857,7,1836.641644
1.261905,12,1836.670572
1.071429,4,1836.682534
1.166667,8,1836.703483
1.380952,17,1836.74634
1.190476,9,1836.769303
1.261905,12,1836.798225
1.095238,5,1836.813191
1.309524,14,1836.848093
1.238095,11,1836.876034
-0.880952,6,1836.891983
-0.738095,12,1837.041582
-0.809524,9,1837.065515
-0.642857,16,1837.106382
1.333333,15,1837.1443
1.238095,11,1837.171234
1.119048,6,1837.188182
-0.809524,9,1837.212118
1.095238,5,1837.226081
-9.738095,12,1837.255018
1.214286,10,1837.279937
1.214286,10,1837.305867
1.190476,9,1837.328806
1.285714,13,1837.361723
1.214286,10,1837.386651
1.261905,12,1837.417568
-9.738095,12,1837.446491
-0.738095,12,1837.477408
1.119048,6,1837.493366
1.238095,11,1837.523286
1.238095,11,1837.550213
1.309524,14,1837.58512
-9.738095,12,1837.614043
1.333333,15,1837.650944
1.190476,9,1837.67685
1.142857,7,1837.82149
1.166667,8,1837.842439
1.285714,13,1837.874353
-9.690476,14,1837.909228
1.238095,11,1837.937153
-0.785714,10,1837.963109
1.190476,9,1837.986047
-9.690476,14,1838.019957
1.285714,13,1838.052868
-9.714286,13,1838.083786
1.190476,9,1838.10774
-9.619048,17,1838.148613
1.190476,9,1838.171551
1.214286,10,1838.196484
1.238095,11,1838.224409
1.142857,7,1838.243359
1.166667,8,1838.263309
1.261905,12,1838.293225
1.166667,8,1838.314175
1.285714,13,1838.347082
1.238095,11,1838.375007
1.309524,14,1838.409914
1.285714,13,1838.442801
1.214286,10,1838.586446
1.214286,10,1838.611383
-0.714286,13,1838.64529
1.142857,7,1838.663235
-0.738095,12,1838.694156
-9.761905,11,1838.72108
1.119048,6,1838.737038
-0.880952,6,1838.753992
-0.857143,7,1838.77394
1.214286,10,1838.798873
1.285714,13,1838.831785
-0.785714,10,1838.857718
-9.785714,10,1838.881659
1.309524,14,1838.915569
1.142857,7,1838.933519
1.190476,9,1838.955462
1.261905,12,1838.985373
-9.714286,13,1839.017288
-0.833333,8,1839.038232
1.190476,9,1839.062168
-0.761905,11,1839.091091
1.166667,8,1839.113039
1.142857,7,1839.130984
1.261905,12,1839.160904
1.142857,7,1839.178857
1.166667,8,1839.199808
1.190476,9,1839.221749
1.166667,8,1839.360379
-0.809524,9,1839.384306
1.166667,8,1839.405253
-9.642857,16,1839.443149
1.142857,7,1839.462098
-0.880952,6,1839.479053
1.166667,8,1839.499996
1.238095,11,1839.527921
1.214286,10,1839.553853
1.261905,12,1839.58477
1.333333,15,1839.620674
-9.642857,16,1839.65957
1.190476,9,1839.682524
1.214286,10,1839.708439
-0.738095,12,1839.739363
-0.785714,10,1839.765286
1.261905,12,1839.796179
-0.785714,10,1839.823107
1.142857,7,1839.841059
1.214286,10,1839.866018
1.238095,11,1839.892952
-0.928571,4,1839.904922
1.166667,8,1839.924873
1.238095,11,1839.951795
1.190476,9,1839.974726
-0.857143,7,1839.993703
1.119048,6,1840.129318
1.333333,15,1840.167219
-0.761905,11,1840.196135
1.285714,13,1840.228048
1.142857,7,1840.247001
-0.809524,9,1840.269937
1.261905,12,1840.299856
1.071429,4,1840.311824
1.071429,4,1840.323768
1.238095,11,1840.351717
1.071429,4,1840.362688
-0.833333,8,1840.384629
1.166667,8,1840.404578
1.238095,11,1840.432501
1.166667,8,1840.453446
-9.761905,11,1840.480374
1.238095,11,1840.507301
-0.785714,10,1840.534229
1.190476,9,1840.557172
1.119048,6,1840.573102
-0.833333,8,1840.595067
1.119048,6,1840.612025
-9.595238,18,1840.654907
-0.904762,5,1840.668869
-9.714286,13,1840.700783
1.119048,6,1840.716741
1.285714,13,1840.749653
-0.785714,10,1840.775583
1.119048,6,1840.912193
-0.714286,13,1840.946127
-9.690476,14,1840.981034
1.166667,8,1841.001978
-9.785714,10,1841.026912
-0.761905,11,1841.05581
1.238095,11,1841.083759
1.166667,8,1841.104705
1.238095,11,1841.132628
-9.690476,14,1841.166537
1.142857,7,1841.18449
1.190476,9,1841.207428
1.238095,11,1841.235354
-0.880952,6,1841.252309
1.142857,7,1841.271257
1.166667,8,1841.292201
-9.690476,14,1841.326086
-0.880952,6,1841.34207
1.166667,8,1841.363011
1.261905,12,1841.392931
-0.904762,5,1841.407881
1.285714,13,1841.439781
1.190476,9,1841.462745
1.238095,11,1841.490671
-0.809524,9,1841.514606
-0.857143,7,1841.533555
1.261905,12,1841.682181
1.238095,11,1841.710083
1.095238,5,1841.724047
-0.785714,10,1841.750973
1.238095,11,1841.7789
-0.761905,11,1841.807821
1.285714,13,1841.841731
1.285714,13,1841.873647
1.214286,10,1841.897582
1.190476,9,1841.920526
1.261905,12,1841.95045
-0.761905,11,1841.979362
1.190476,9,1842.001304
1.214286,10,1842.027238
-0.785714,10,1842.053165
1.261905,12,1842.084082
-0.761905,11,1842.114002
-0.857143,7,1842.132952
1.285714,13,1842.165863
1.214286,10,1842.191799
1.309524,14,1842.225704
1.214286,10,1842.251638
1.285714,13,1842.283548
1.333333,15,1842.321448
-0.833333,8,1842.46105
-9.642857,16,1842.499969
1.238095,11,1842.528868
1.238095,11,1842.556818
1.119048,6,1842.572775
1.166667,8,1842.59372
1.261905,12,1842.624636
-0.785714,10,1842.650567
1.119048,6,1842.667498
1.166667,8,1842.688465
-0.761905,11,1842.717389
-0.761905,11,1842.745317
1.214286,10,1842.771247
1.166667,8,1842.791197
-0.857143,7,1842.811153
-9.738095,12,1842.841057
-0.880952,6,1842.857014
1.142857,7,1842.875939
-0.785714,10,1842.901902
1.190476,9,1842.924839
1.357143,16,1842.962738
1.142857,7,1842.981682
-9.785714,10,1843.005617
1.214286,10,1843.03055
-0.785714,10,1843.057478
1.190476,9,1843.080417
1.357143,16,1843.240963
1.309524,14,1843.275895
-0.809524,9,1843.299829
1.142857,7,1843.318796
1.238095,11,1843.346679
-0.928571,4,1843.358672
1.095238,5,1843.37264
1.380952,17,1843.413532
1.166667,8,1843.433478
-0.833333,8,1843.455422
-0.880952,6,1843.471371
-0.809524,9,1843.496323
1.238095,11,1843.524229
1.238095,11,1843.55213
1.166667,8,1843.572101
1.214286,10,1843.598032
1.261905,12,1843.627957
1.142857,7,1843.646907
-0.833333,8,1843.668842
-0.809524,9,1843.692778
1.119048,6,1843.709733
1.333333,15,1843.74664
1.261905,12,1843.776554
1.166667,8,1843.797504
1.238095,11,1843.826425
1.190476,9,1843.849364
1.142857,7,1843.868309
1.166667,8,1843.889227
1.119048,6,1844.02287
1.071429,4,1844.033865
1.166667,8,1844.055807
1.214286,10,1844.081738
-0.785714,10,1844.108666
-0.690476,14,1844.14457
1.214286,10,1844.1705
-9.690476,14,1844.203416
1.261905,12,1844.234329
-0.761905,11,1844.262254
1.142857,7,1844.281219
-0.880952,6,1844.298159
1.238095,11,1844.326084
-9.690476,14,1844.359993
1.166667,8,1844.380937
-0.857143,7,1844.399887
-9.666667,15,1844.43579
1.214286,10,1844.46172
1.238095,11,1844.488648
1.166667,8,1844.509592
1.119048,6,1844.52555
1.190476,9,1844.548488
-9.619048,17,1844.589379
1.190476,9,1844.612318
1.166667,8,1844.633261
-0.738095,12,1844.664179
-9.666667,15,1844.820752
-0.857143,7,1844.840707
1.190476,9,1844.863645
1.166667,8,1844.885562
-0.761905,11,1844.914509
-0.857143,7,1844.934456
-0.761905,11,1844.963379
1.166667,8,1844.983346
-0.761905,11,1845.012248
1.190476,9,1845.035187
-9.690476,14,1845.068099
1.380952,17,1845.111983
1.142857,7,1845.129942
1.285714,13,1845.162845
1.190476,9,1845.185784
1.142857,7,1845.203735
-9.738095,12,1845.232678
1.071429,4,1845.244626
1.190476,9,1845.267565
-9.761905,11,1845.294492
1.119048,6,1845.310451
1.190476,9,1845.333388
-9.714286,13,1845.365278
1.166667,8,1845.386247
1.190476,9,1845.409191
-0.857143,7,1845.428135
1.142857,7,1845.565742
1.166667,8,1845.586711
1.119048,6,1845.602668
-0.666667,15,1845.640566
-0.857143,7,1845.660523
1.095238,5,1845.674475
1.309524,14,1845.709382
1.238095,11,1845.73631
1.142857,7,1845.755259
1.119048,6,1845.771219
1.309524,14,1845.806123
1.190476,9,1845.829064
-0.833333,8,1845.851003
1.261905,12,1845.880924
1.285714,13,1845.914833
-9.690476,14,1845.947745
1.357143,16,1845.986647
-0.880952,6,1846.003604
1.095238,5,1846.016569
1.166667,8,1846.036514
1.333333,15,1846.073383
-9.666667,15,1846.110316
-0.809524,9,1846.134246
1.238095,11,1846.16217
1.190476,9,1846.18511
1.309524,14,1846.337677
-0.880952,6,1846.355628
1.309524,14,1846.391557
1.166667,8,1846.412501
-0.785714,10,1846.438431
1.261905,12,1846.468352
1.190476,9,1846.49129
-0.785714,10,1846.518218
1.142857,7,1846.53617
1.166667,8,1846.557115
-0.714286,13,1846.59103
-0.714286,13,1846.623935
-0.857143,7,1846.643887
1.309524,14,1846.677793
1.214286,10,1846.703722
-0.809524,9,1846.727658
1.261905,12,1846.757578
-0.738095,12,1846.788495
1.095238,5,1846.802457
1.142857,7,1846.821413
1.190476,9,1846.844345
-0.857143,7,1846.864292
1.119048,6,1846.88025
1.166667,8,1846.901169
1.214286,10,1846.926127
-0.857143,7,1846.945077
1.238095,11,1846.973002
-0.785714,10,1846.999929
1.214286,10,1847.147542
-9.690476,14,1847.182446
-0.738095,12,1847.214355
-0.833333,8,1847.236296
1.285714,13,1847.269208
1.214286,10,1847.295139
-9.714286,13,1847.326057
1.190476,9,1847.348996
-9.690476,14,1847.38288
1.285714,13,1847.415817
1.119048,6,1847.431775
1.071429,4,1847.442744
1.214286,10,1847.467685
1.261905,12,1847.497598
1.238095,11,1847.525505
-0.738095,12,1847.557437
1.166667,8,1847.578381
-0.785714,10,1847.604312
1.166667,8,1847.625256
1.119048,6,1847.641213
1.238095,11,1847.668144
1.309524,14,1847.70801
-0.761905,11,1847.73596
1.261905,12,1847.76588
1.095238,5,1847.779849
-0.714286,13,1847.93547
1.190476,9,1847.961401
1.214286,10,1847.987331
-9.761905,11,1848.015256
1.119048,6,1848.031214
-9.857143,7,1848.049166
1.214286,10,1848.074107
1.071429,4,1848.08507
1.190476,9,1848.109037
1.190476,9,1848.130947
1.238095,11,1848.157875
-0.857143,7,1848.177847
-0.857143,7,1848.197813
-0.738095,12,1848.227727
1.166667,8,1848.247635
1.214286,10,1848.272568
1.166667,8,1848.293544
1.119048,6,1848.309502
1.261905,12,1848.340387
1.190476,9,1848.363355
1.190476,9,1848.386264
1.214286,10,1848.412219
1.166667,8,1848.432167
1.095238,5,1848.446128
1.095238,5,1848.460091
1.190476,9,1848.483029
1.190476,9,1848.505968
1.190476,9,1848.528907
1.214286,10,1848.554843
1.309524,14,1848.712391
-0.761905,11,1848.740316
1.190476,9,1848.764277
1.190476,9,1848.787222
1.261905,12,1848.817142
-0.785714,10,1848.844039
1.309524,14,1848.877973
1.166667,8,1848.898917
1.238095,11,1848.925821
1.119048,6,1848.942775
1.238095,11,1848.9707
-0.904762,5,1848.984662
1.166667,8,1849.005639
1.166667,8,1849.025587
-0.857143,7,1849.0455
1.285714,13,1849.076417
1.261905,12,1849.106337
1.095238,5,1849.119303
-0.809524,9,1849.144278
1.119048,6,1849.160218
1.095238,5,1849.174156
-0.928571,4,1849.187154
-0.738095,12,1849.217067
1.214286,10,1849.242996
1.238095,11,1849.270921
1.095238,5,1849.284886
1.261905,12,1849.31478
1.261905,12,1849.344699
-0.785714,10,1849.490309
1.214286,10,1849.515243
1.166667,8,1849.536213
-9.738095,12,1849.565135
1.071429,4,1849.577078
1.214286,10,1849.603038
1.261905,12,1849.632952
1.166667,8,1849.653898
-9.761905,11,1849.680825
1.190476,9,1849.703763
1.309524,14,1849.73867
1.190476,9,1849.761608
1.142857,7,1849.780558
1.214286,10,1849.805497
1.166667,8,1849.826412
-9.666667,15,1849.863312
-0.761905,11,1849.893231
-9.619048,17,1849.935144
-9.642857,16,1849.974015
-9.761905,11,1849.999946
1.166667,8,1850.019893
-0.738095,12,1850.049813
-0.857143,7,1850.068787
1.285714,13,1850.101698
-9.809524,9,1850.242311
-0.809524,9,1850.266248
-0.880952,6,1850.283202
1.119048,6,1850.299159
-0.809524,9,1850.323095
-0.857143,7,1850.342045
1.214286,10,1850.367975
1.166667,8,1850.388919
-9.738095,12,1850.418856
-0.904762,5,1850.432802
-0.666667,15,1850.4707
1.166667,8,1850.490647
1.119048,6,1850.506604
1.214286,10,1850.531538
-0.738095,12,1850.561457
-0.714286,13,1850.594369
1.142857,7,1850.613318
1.190476,9,1850.63526
-0.880952,6,1850.652215
1.214286,10,1850.677161
1.214286,10,1850.702081
-0.904762,5,1850.717041
-0.761905,11,1850.745964
1.190476,9,1850.767905
1.309524,14,1850.802812
-0.857143,7,1850.821761
-0.833333,8,1850.843702
1.309524,14,1850.878609
1.238095,11,1851.028262
1.214286,10,1851.054193
1.190476,9,1851.077132
1.095238,5,1851.091095
1.190476,9,1851.114033
1.309524,14,1851.14894
-0.761905,11,1851.178885
-0.714286,13,1851.211812
-0.714286,13,1851.245681
1.357143,16,1851.284577
1.214286,10,1851.309535
-9.690476,14,1851.344461
1.238095,11,1851.372373
1.190476,9,1851.395311
1.214286,10,1851.420214
1.309524,14,1851.457115
-0.785714,10,1851.483077
1.166667,8,1851.502992
-0.761905,11,1851.530949
1.142857,7,1851.54887
-0.738095,12,1851.579811
1.238095,11,1851.608734
1.166667,8,1851.628656
-0.761905,11,1851.658601
-0.857143,7,1851.797237
1.357143,16,1851.83812
-0.857143,7,1851.858068
1.238095,11,1851.886989
1.190476,9,1851.908906
1.214286,10,1851.934837
1.095238,5,1851.947802
1.285714,13,1851.979742
-0.904762,5,1851.994702
1.071429,4,1852.005676
1.071429,4,1852.017615
-9.619048,17,1852.056511
1.190476,9,1852.078452
1.261905,12,1852.109394
1.142857,7,1852.127322
-9.738095,12,1852.156269
1.309524,14,1852.191151
-9.690476,14,1852.224064
1.309524,14,1852.256974
-0.785714,10,1852.284925
-0.761905,11,1852.314821
1.333333,15,1852.351721
-0.928571,4,1852.362692
1.166667,8,1852.384633
1.095238,5,1852.397599
1.214286,10,1852.423554
-0.928571,4,1852.436519
-0.857143,7,1852.57715
1.142857,7,1852.5961
-0.761905,11,1852.625023
1.142857,7,1852.643941
-0.809524,9,1852.667908
1.190476,9,1852.690839
1.166667,8,1852.711782
1.166667,8,1852.732726
1.238095,11,1852.760628
-0.785714,10,1852.786582
1.214286,10,1852.811492
1.261905,12,1852.842433
-0.857143,7,1852.860385
1.261905,12,1852.891302
-0.880952,6,1852.908232
1.095238,5,1852.92222
1.333333,15,1852.958099
1.119048,6,1852.974056
1.214286,10,1853.000984
1.166667,8,1853.020931
1.238095,11,1853.047858
1.214286,10,1853.071795
1.119048,6,1853.087752
1.261905,12,1853.11671
1.214286,10,1853.141609
1.119048,6,1853.157598
-0.809524,9,1853.181502
-9.785714,10,1853.205462
1.309524,14,1853.358029
1.071429,4,1853.370021
1.190476,9,1853.39296
1.261905,12,1853.42485
-0.714286,13,1853.457787
1.238095,11,1853.485688
1.095238,5,1853.499674
1.190476,9,1853.522619
-0.833333,8,1853.544555
1.119048,6,1853.560511
1.095238,5,1853.574474
1.190476,9,1853.597412
1.119048,6,1853.61337
1.119048,6,1853.629328
-0.761905,11,1853.65825
1.285714,13,1853.691162
1.214286,10,1853.716095
1.238095,11,1853.743996
1.166667,8,1853.76494
1.190476,9,1853.787909
1.071429,4,1853.79885
1.071429,4,1853.810817
1.190476,9,1853.833788
1.119048,6,1853.849738
-9.690476,14,1853.88265
-0.809524,9,1853.90656
1.261905,12,1853.937503
1.190476,9,1853.961415
1.166667,8,1853.983381
1.166667,8,1854.005298
1.119048,6,1854.138939
-0.785714,10,1854.163872
1.142857,7,1854.181825
1.166667,8,1854.202794
1.285714,13,1854.235683
-9.642857,16,1854.274577
-0.785714,10,1854.300531
1.261905,12,1854.330451
-0.714286,13,1854.36436
-0.833333,8,1854.386302
1.214286,10,1854.412238
1.214286,10,1854.437166
1.166667,8,1854.458111
1.238095,11,1854.486036
1.142857,7,1854.504988
-0.785714,10,1854.53291
-9.690476,14,1854.566816
-0.809524,9,1854.590755
1.166667,8,1854.611699
-9.642857,16,1854.650599
1.214286,10,1854.676501
1.166667,8,1854.69747
1.119048,6,1854.713427
-0.857143,7,1854.732376
-9.690476,14,1854.766285
1.238095,11,1854.910874
-0.690476,14,1854.946802
-9.738095,12,1854.976722
-9.738095,12,1855.005644
1.071429,4,1855.017613
1.190476,9,1855.040527
-0.904762,5,1855.054489
1.238095,11,1855.081418
-0.833333,8,1855.103388
-0.928571,4,1855.116349
-9.714286,13,1855.148239
-9.738095,12,1855.177186
1.166667,8,1855.19813
1.166667,8,1855.219051
1.119048,6,1855.235032
-0.833333,8,1855.255975
1.190476,9,1855.278889
1.238095,11,1855.306816
1.119048,6,1855.322796
1.214286,10,1855.347705
1.214286,10,1855.373661
-9.738095,12,1855.402559
1.238095,11,1855.430484
-9.714286,13,1855.460403
1.214286,10,1855.485337
1.190476,9,1855.507278
1.142857,7,1855.52523
-9.809524,9,1855.548169
-9.761905,11,1855.692806
1.166667,8,1855.713753
1.261905,12,1855.74367
1.214286,10,1855.769601
-0.761905,11,1855.797526
1.095238,5,1855.811489
1.119048,6,1855.827421
1.190476,9,1855.850385
-0.809524,9,1855.874321
1.190476,9,1855.897235
-0.880952,6,1855.915212
-9.690476,14,1855.949121
1.214286,10,1855.975027
1.238095,11,1856.00198
1.190476,9,1856.02492
1.261905,12,1856.056833
1.095238,5,1856.07077
1.214286,10,1856.094731
1.190476,9,1856.117646
-0.761905,11,1856.146592
1.142857,7,1856.165542
-0.761905,11,1856.194484
1.166667,8,1856.215384
1.285714,13,1856.247322
-0.738095,12,1856.27824
1.261905,12,1856.30816
-0.738095,12,1856.460727
1.214286,10,1856.486658
-0.809524,9,1856.510626
1.142857,7,1856.529567
1.190476,9,1856.553503
-0.714286,13,1856.586415
-0.714286,13,1856.620324
1.285714,13,1856.653237
1.190476,9,1856.676197
1.285714,13,1856.709088
-0.785714,10,1856.735018
1.166667,8,1856.755968
1.166667,8,1856.776924
-9.690476,14,1856.810791
1.142857,7,1856.828743
1.285714,13,1856.861679
1.261905,12,1856.8916
1.333333,15,1856.929497
1.238095,11,1856.957422
1.333333,15,1856.994323
1.190476,9,1857.017262
1.261905,12,1857.047182
1.095238,5,1857.061121
1.166667,8,1857.082064
1.261905,12,1857.231664
1.166667,8,1857.252608
-0.761905,11,1857.282553
-0.761905,11,1857.312473
1.238095,11,1857.339401
-0.666667,15,1857.378297
-0.714286,13,1857.410187
1.142857,7,1857.428138
1.166667,8,1857.449082
-0.690476,14,1857.482991
1.190476,9,1857.505955
-9.761905,11,1857.532883
-0.833333,8,1857.554799
-0.642857,16,1857.596694
1.285714,13,1857.629625
1.095238,5,1857.643598
-0.928571,4,1857.655556
1.095238,5,1857.669518
-0.761905,11,1857.700409
1.214286,10,1857.729333
1.261905,12,1857.759252
1.142857,7,1857.777237
1.238095,11,1857.804165
1.309524,14,1857.838073
1.142857,7,1857.856027
1.261905,12,1858.007589
1.190476,9,1858.033518
-9.761905,11,1858.059449
1.095238,5,1858.074409
1.214286,10,1858.099343
-0.833333,8,1858.121284
1.190476,9,1858.143257
-0.880952,6,1858.160213
1.285714,13,1858.192123
1.119048,6,1858.209074
1.095238,5,1858.22204
1.309524,14,1858.256946
-0.714286,13,1858.289859
-0.761905,11,1858.318781
1.261905,12,1858.3487
1.261905,12,1858.378619
-9.666667,15,1858.415497
1.261905,12,1858.444419
1.071429,4,1858.45539
-0.809524,9,1858.479326
1.238095,11,1858.506254
-0.809524,9,1858.529192
-9.619048,17,1858.568088
1.142857,7,1858.586041
-9.785714,10,1858.610001
1.238095,11,1858.637902
1.285714,13,1858.787534
-0.785714,10,1858.814462
1.261905,12,1858.845414
1.309524,14,1858.879288
1.166667,8,1858.900232
1.238095,11,1858.92716
1.238095,11,1858.955086
1.142857,7,1858.973037
1.214286,10,1858.997971
-9.738095,12,1859.026893
1.309524,14,1859.060802
-0.833333,8,1859.082744
1.190476,9,1859.10668
-0.809524,9,1859.130616
-0.928571,4,1859.143581
1.357143,16,1859.182477
1.285714,13,1859.215389
1.214286,10,1859.240322
1.238095,11,1859.26725
1.357143,16,1859.307143
1.142857,7,1859.325095
-0.857143,7,1859.345042
1.238095,11,1859.37197
1.238095,11,1859.398898
1.214286,10,1859.542514
1.166667,8,1859.56246
-0.738095,12,1859.593377
1.142857,7,1859.612327
1.214286,10,1859.63726
1.190476,9,1859.660199
-0.833333,8,1859.683137
-9.761905,11,1859.710065
-0.761905,11,1859.738988
1.238095,11,1859.766913
1.142857,7,1859.784865
1.095238,5,1859.797831
1.190476,9,1859.820769
1.071429,4,1859.832737
1.309524,14,1859.866646
1.285714,13,1859.898561
1.214286,10,1859.923494
1.238095,11,1859.95142
1.238095,11,1859.979345
1.142857,7,1859.997297
-0.761905,11,1860.025222
1.238095,11,1860.053148
1.190476,9,1860.076086
-0.809524,9,1860.104011
1.190476,9,1860.12695
-0.714286,13,1860.159862
-0.761905,11,1860.189782
1.285714,13,1860.338435
1.214286,10,1860.364398
1.238095,11,1860.392315
-9.738095,12,1860.421213
1.238095,11,1860.449162
-0.761905,11,1860.478062
1.238095,11,1860.505014
1.238095,11,1860.532938
1.142857,7,1860.550867
1.142857,7,1860.569841
1.333333,15,1860.606717
-0.761905,11,1860.634667
1.190476,9,1860.657605
-9.666667,15,1860.694507
1.071429,4,1860.705453
1.214286,10,1860.731409
1.166667,8,1860.752352
1.166667,8,1860.772274
-9.714286,13,1860.804213
1.095238,5,1860.818176
-0.857143,7,1860.837125
1.142857,7,1860.856077
1.119048,6,1860.872032
-0.857143,7,1860.890982
1.071429,4,1860.901927
-9.761905,11,1860.928856
1.166667,8,1860.9498
-0.809524,9,1861.094412
1.071429,4,1861.105382
1.238095,11,1861.134305
1.190476,9,1861.157244
1.285714,13,1861.189158
1.142857,7,1861.20711
1.166667,8,1861.228054
1.238095,11,1861.255008
1.166667,8,1861.275951
-0.761905,11,1861.304875
1.214286,10,1861.329782
1.238095,11,1861.35671
1.166667,8,1861.376682
-0.833333,8,1861.398622
1.190476,9,1861.421538
1.285714,13,1861.453477
1.261905,12,1861.484369
-0.833333,8,1861.505312
1.166667,8,1861.525259
-0.690476,14,1861.561188
1.238095,11,1861.589114
-9.714286,13,1861.620006
1.142857,7,1861.637983
-9.690476,14,1861.671897
1.071429,4,1861.683835
-0.833333,8,1861.705801
1.333333,15,1861.862392
1.214286,10,1861.88832
-9.857143,7,1861.905279
1.190476,9,1861.928181
1.285714,13,1861.961117
-9.690476,14,1861.995003
-0.761905,11,1862.022952
1.190476,9,1862.046888
-0.809524,9,1862.069835
1.214286,10,1862.095733
1.190476,9,1862.118671
-0.833333,8,1862.140613
1.119048,6,1862.15657
-0.904762,5,1862.170533
1.261905,12,1862.200452
1.095238,5,1862.213418
-9.857143,7,1862.230372
1.190476,9,1862.253311
-0.928571,4,1862.265279
1.119048,6,1862.280239
1.119048,6,1862.296196
-0.857143,7,1862.315146
1.095238,5,1862.328111
-9.714286,13,1862.360051
1.071429,4,1862.371021
1.214286,10,1862.396952
1.166667,8,1862.417871
-0.809524,9,1862.441806
1.190476,9,1862.46477
1.190476,9,1862.487712
-0.642857,16,1862.648254
1.333333,15,1862.685155
1.261905,12,1862.717094
-0.785714,10,1862.744023
-0.857143,7,1862.763945
-0.714286,13,1862.796858
-0.833333,8,1862.818822
1.095238,5,1862.832785
1.238095,11,1862.86071
-9.642857,16,1862.898585
-9.619048,17,1862.939475
1.214286,10,1862.965431
1.285714,13,1862.997345
1.214286,10,1863.023275
-9.642857,16,1863.062147
1.190476,9,1863.084088
1.238095,11,1863.113036
1.309524,14,1863.147918
1.166667,8,1863.167864
1.309524,14,1863.202771
-0.785714,10,1863.227704
1.261905,12,1863.256627
1.142857,7,1863.275576
-0.833333,8,1863.416231
1.142857,7,1863.434185
1.166667,8,1863.455129
1.166667,8,1863.475074
1.238095,11,1863.503989
1.190476,9,1863.526929
1.238095,11,1863.554854
1.142857,7,1863.572805
-0.714286,13,1863.605721
-9.690476,14,1863.639626
-0.785714,10,1863.665557
-0.833333,8,1863.687499
-0.928571,4,1863.699466
1.071429,4,1863.712431
1.119048,6,1863.727367
1.190476,9,1863.750306
1.285714,13,1863.783243
-0.738095,12,1863.814159
1.142857,7,1863.833109
-0.809524,9,1863.857045
-0.785714,10,1863.883973
1.238095,11,1863.911898
1.238095,11,1863.938826
1.142857,7,1863.957776
-9.666667,15,1863.99368
1.214286,10,1864.019609
1.238095,11,1864.047536
1.380952,17,1864.210075
-0.738095,12,1864.240993
1.190476,9,1864.263964
1.071429,4,1864.274928
1.095238,5,1864.288889
1.238095,11,1864.316815
-0.880952,6,1864.333769
1.166667,8,1864.354713
1.095238,5,1864.367687
1.214286,10,1864.393617
1.214286,10,1864.418543
1.190476,9,1864.442485
-0.809524,9,1864.465418
1.095238,5,1864.479379
-0.857143,7,1864.498329
-0.785714,10,1864.524259
1.214286,10,1864.55019
-9.714286,13,1864.581107
1.142857,7,1864.600057
1.285714,13,1864.631947
1.238095,11,1864.659897
-0.785714,10,1864.685828
