#{"t_start": 1632671971.0842528, "env_id": null}
r,l,t 
1.166667,8,331.904093
1.190476,9,331.929823
-0.904762,5,331.94563
1.285714,13,331.984605
1.142857,7,332.005786
-9.619048,17,332.051613
1.071429,4,332.064442
1.071429,4,332.076832
1.119048,6,332.09814
1.261905,12,332.135231
1.095238,5,332.150663
1.190476,9,332.176984
1.119048,6,332.194798
1.071429,4,332.206726
1.190476,9,332.234627
1.095238,5,332.250587
1.214286,10,332.27978
1.166667,8,332.304626
1.214286,10,332.333938
-0.738095,12,332.371709
1.095238,5,332.391986
1.095238,5,332.407776
-0.761905,11,332.438789
1.166667,8,332.462617
1.190476,9,332.490974
1.166667,8,332.664222
1.214286,10,332.692175
1.190476,9,332.716955
-9.761905,11,332.744627
1.095238,5,332.761581
1.166667,8,332.784941
1.238095,11,332.814927
1.095238,5,332.829887
1.190476,9,332.856483
1.261905,12,332.888777
1.190476,9,332.915692
1.309524,14,332.956738
1.119048,6,332.973523
1.119048,6,332.992712
1.095238,5,333.006564
1.190476,9,333.032043
1.071429,4,333.044912
1.142857,7,333.064784
1.071429,4,333.076752
-9.666667,15,333.116987
1.071429,4,333.1309
1.119048,6,333.148851
1.071429,4,333.161768
1.214286,10,333.189817
1.119048,6,333.208494
1.238095,11,333.240088
1.119048,6,333.25695
1.071429,4,333.268771
1.190476,9,333.295793
1.238095,11,333.326407
1.238095,11,333.356669
1.309524,14,333.540876
1.095238,5,333.558957
1.071429,4,333.570924
1.261905,12,333.60792
1.142857,7,333.630781
1.214286,10,333.659707
1.095238,5,333.675276
1.166667,8,333.700364
1.095238,5,333.714966
-0.904762,5,333.73393
1.071429,4,333.747778
-0.809524,9,333.773284
1.190476,9,333.799779
1.071429,4,333.812528
1.190476,9,333.838786
1.095238,5,333.853754
-0.857143,7,333.874071
1.095238,5,333.889031
1.166667,8,333.912177
1.119048,6,333.931348
1.119048,6,333.949148
1.142857,7,333.970916
-0.880952,6,333.992853
1.166667,8,334.015785
1.119048,6,334.032788
1.071429,4,334.04473
1.166667,8,334.06792
1.071429,4,334.079888
1.190476,9,334.106561
1.095238,5,334.122099
-0.833333,8,334.144948
1.166667,8,334.167755
1.095238,5,334.183751
1.190476,9,334.209234
1.095238,5,334.223933
1.166667,8,334.24789
1.095238,5,334.266919
1.142857,7,334.286979
1.166667,8,334.309155
1.166667,8,334.476669
1.119048,6,334.496043
1.142857,7,334.515993
-0.809524,9,334.543291
1.119048,6,334.561259
1.142857,7,334.582951
1.095238,5,334.597887
1.119048,6,334.616619
-9.642857,16,334.660775
1.214286,10,334.68882
1.166667,8,334.711717
1.142857,7,334.73289
1.095238,5,334.747664
1.238095,11,334.783708
1.190476,9,334.811266
1.190476,9,334.837724
1.095238,5,334.85465
-0.857143,7,334.875994
1.214286,10,334.904787
1.214286,10,334.934782
1.095238,5,334.950743
-0.785714,10,334.981552
-9.714286,13,335.01505
1.142857,7,335.036992
1.190476,9,335.062931
-0.785714,10,335.092678
1.071429,4,335.105109
1.166667,8,335.12903
1.071429,4,335.140903
-0.857143,7,335.164022
1.071429,4,335.17599
-0.785714,10,335.206757
1.071429,4,335.219337
1.119048,6,335.387939
1.142857,7,335.407883
1.166667,8,335.431942
-9.738095,12,335.464745
1.071429,4,335.476675
1.142857,7,335.496893
1.190476,9,335.52274
1.095238,5,335.538221
1.119048,6,335.555915
1.119048,6,335.575511
1.119048,6,335.595905
1.095238,5,335.611773
1.095238,5,335.628745
1.119048,6,335.645668
1.214286,10,335.67479
1.142857,7,335.695704
1.166667,8,335.718786
1.095238,5,335.734339
1.095238,5,335.749779
1.190476,9,335.778609
1.142857,7,335.803176
1.190476,9,335.834095
1.095238,5,335.85101
1.166667,8,335.878716
1.119048,6,335.896613
1.071429,4,335.907554
1.214286,10,335.93595
1.142857,7,335.957623
1.190476,9,335.982791
1.214286,10,336.012757
1.214286,10,336.041271
1.095238,5,336.057006
1.095238,5,336.073987
1.095238,5,336.088771
1.190476,9,336.11535
1.119048,6,336.135723
1.095238,5,336.150687
-0.880952,6,336.318758
1.166667,8,336.341742
1.095238,5,336.360047
1.285714,13,336.399743
1.142857,7,336.4209
1.095238,5,336.436744
1.095238,5,336.45323
-0.761905,11,336.485922
1.238095,11,336.519778
-0.761905,11,336.555593
1.095238,5,336.569903
1.142857,7,336.592247
1.166667,8,336.617009
1.071429,4,336.631969
-0.833333,8,336.658755
1.166667,8,336.68281
1.142857,7,336.703572
1.142857,7,336.723998
1.095238,5,336.739901
1.238095,11,336.773461
1.095238,5,336.788422
1.071429,4,336.802666
1.119048,6,336.82007
1.238095,11,336.851873
1.119048,6,336.87013
1.095238,5,336.885968
1.119048,6,336.904513
1.095238,5,336.922984
-0.761905,11,336.956621
1.119048,6,336.973828
1.166667,8,336.998659
1.261905,12,337.033902
1.095238,5,337.049859
1.071429,4,337.062679
1.071429,4,337.075644
1.071429,4,337.089974
1.095238,5,337.259908
1.071429,4,337.273797
1.071429,4,337.285762
1.071429,4,337.298727
1.261905,12,337.334443
1.214286,10,337.364122
1.095238,5,337.379008
1.119048,6,337.397886
1.119048,6,337.414722
1.119048,6,337.432967
1.142857,7,337.454761
1.261905,12,337.490437
1.071429,4,337.502923
1.166667,8,337.527749
1.071429,4,337.541994
1.119048,6,337.560912
1.071429,4,337.57362
1.285714,13,337.613757
1.238095,11,337.646009
1.071429,4,337.659973
1.071429,4,337.671939
1.214286,10,337.704619
1.095238,5,337.720111
-0.833333,8,337.747046
1.142857,7,337.767767
1.190476,9,337.795667
1.238095,11,337.829042
1.142857,7,337.85099
-0.714286,13,337.89024
1.095238,5,337.905104
1.071429,4,337.917988
1.214286,10,337.946859
1.238095,11,337.978777
1.119048,6,337.998554
1.119048,6,338.018003
1.095238,5,338.033043
1.095238,5,338.198908
1.071429,4,338.212286
1.142857,7,338.234976
1.190476,9,338.265743
1.071429,4,338.277716
1.071429,4,338.290976
1.071429,4,338.30378
1.142857,7,338.324644
1.166667,8,338.347962
1.095238,5,338.364681
1.142857,7,338.385051
1.142857,7,338.406908
1.190476,9,338.433439
1.119048,6,338.451396
1.190476,9,338.477657
1.119048,6,338.496778
1.142857,7,338.519048
-0.880952,6,338.539911
1.166667,8,338.562258
1.119048,6,338.58103
1.142857,7,338.601896
1.095238,5,338.617857
1.142857,7,338.640707
1.214286,10,338.669988
1.119048,6,338.689864
-0.809524,9,338.717227
1.071429,4,338.730192
1.071429,4,338.742088
1.142857,7,338.766041
1.166667,8,338.78998
1.119048,6,338.813788
1.071429,4,338.82672
1.071429,4,338.840035
1.119048,6,338.857991
1.071429,4,338.870955
1.166667,8,338.896715
1.095238,5,338.912167
1.190476,9,338.938938
1.071429,4,338.951908
1.071429,4,338.964757
1.095238,5,338.979717
1.071429,4,338.993913
1.285714,13,339.18113
1.119048,6,339.2
1.214286,10,339.229021
1.214286,10,339.259441
1.119048,6,339.277135
1.238095,11,339.309608
1.071429,4,339.322458
1.238095,11,339.35808
1.142857,7,339.379905
1.071429,4,339.392467
1.142857,7,339.414076
1.214286,10,339.44477
1.071429,4,339.458733
1.214286,10,339.488392
1.095238,5,339.504775
1.071429,4,339.518736
1.095238,5,339.534694
1.190476,9,339.561708
-0.857143,7,339.583806
1.095238,5,339.601706
1.190476,9,339.627391
1.071429,4,339.639386
1.071429,4,339.653734
1.095238,5,339.668016
1.142857,7,339.688907
1.142857,7,339.711754
1.190476,9,339.739038
1.095238,5,339.75467
1.119048,6,339.771098
1.119048,6,339.789989
-0.761905,11,339.823723
1.190476,9,339.853231
1.095238,5,339.872272
1.238095,11,339.904062
1.095238,5,339.919057
1.071429,4,339.932944
1.142857,7,340.098711
1.071429,4,340.111596
1.190476,9,340.141944
1.119048,6,340.159895
1.095238,5,340.175782
1.190476,9,340.202569
-0.785714,10,340.243671
1.095238,5,340.264796
1.166667,8,340.29451
1.142857,7,340.318022
1.214286,10,340.349767
1.142857,7,340.374668
-0.880952,6,340.39824
1.238095,11,340.432053
1.190476,9,340.458741
1.166667,8,340.481984
1.095238,5,340.499902
1.071429,4,340.512867
1.071429,4,340.526717
1.119048,6,340.546874
1.142857,7,340.56971
1.119048,6,340.588936
1.095238,5,340.60489
1.071429,4,340.617856
1.071429,4,340.632835
1.119048,6,340.651819
1.071429,4,340.665767
1.095238,5,340.684451
1.095238,5,340.700892
1.119048,6,340.722195
1.166667,8,340.747762
1.119048,6,340.770801
-0.833333,8,340.797902
1.214286,10,340.827765
1.142857,7,340.851105
1.071429,4,340.863962
1.142857,7,340.885746
1.214286,10,340.916063
1.095238,5,340.937008
1.071429,4,341.101727
1.119048,6,341.121129
-0.833333,8,341.149912
1.238095,11,341.184052
-9.761905,11,341.218871
1.071429,4,341.233721
-0.785714,10,341.265144
1.142857,7,341.285972
1.071429,4,341.300892
1.095238,5,341.317846
1.071429,4,341.331648
-0.833333,8,341.358026
1.119048,6,341.375778
1.119048,6,341.394728
-9.690476,14,341.43507
1.190476,9,341.464766
1.119048,6,341.481721
1.166667,8,341.506898
1.357143,16,341.553617
-9.785714,10,341.583044
1.119048,6,341.602926
1.071429,4,341.615718
1.166667,8,341.641097
1.166667,8,341.665967
1.119048,6,341.684966
1.071429,4,341.699926
1.071429,4,341.712901
1.119048,6,341.736756
1.071429,4,341.750209
1.190476,9,341.777915
1.166667,8,341.802748
1.166667,8,341.826163
1.071429,4,341.841123
1.071429,4,341.853987
1.095238,5,341.870943
1.095238,5,341.886763
1.214286,10,342.06893
1.214286,10,342.099633
1.238095,11,342.131738
1.095238,5,342.14776
1.071429,4,342.162263
1.166667,8,342.186054
1.095238,5,342.202995
1.119048,6,342.220946
1.214286,10,342.25289
1.071429,4,342.267854
1.119048,6,342.288893
1.071429,4,342.301751
1.095238,5,342.316715
1.119048,6,342.33451
1.095238,5,342.349471
1.142857,7,342.37008
1.190476,9,342.39596
1.119048,6,342.412755
1.166667,8,342.435108
1.095238,5,342.449855
1.119048,6,342.467707
1.095238,5,342.483671
1.166667,8,342.507204
1.071429,4,342.520149
1.095238,5,342.537792
1.119048,6,342.555663
-0.833333,8,342.579806
-0.785714,10,342.609081
1.190476,9,342.636022
1.119048,6,342.653767
-0.809524,9,342.682099
1.095238,5,342.697896
1.238095,11,342.730899
1.071429,4,342.743445
1.190476,9,342.770958
1.119048,6,342.787728
1.095238,5,342.804685
1.071429,4,342.818234
1.190476,9,342.844008
1.119048,6,343.003524
1.095238,5,343.017879
-0.809524,9,343.044423
1.166667,8,343.071026
1.190476,9,343.096858
1.071429,4,343.10975
-0.857143,7,343.133009
1.071429,4,343.146974
1.166667,8,343.172909
1.214286,10,343.205036
1.071429,4,343.218286
1.142857,7,343.238042
1.238095,11,343.268055
1.166667,8,343.291881
1.095238,5,343.308989
1.333333,15,343.352838
1.119048,6,343.371169
1.285714,13,343.40696
1.095238,5,343.423905
1.119048,6,343.442855
1.166667,8,343.466761
1.071429,4,343.479727
1.071429,4,343.491894
1.166667,8,343.515149
1.119048,6,343.534815
1.095238,5,343.549755
1.095238,5,343.56635
1.119048,6,343.584108
1.119048,6,343.604739
-0.809524,9,343.633122
1.071429,4,343.646014
1.095238,5,343.661882
1.309524,14,343.704784
1.095238,5,343.719699
1.095238,5,343.737813
1.095238,5,343.754331
1.095238,5,343.769279
1.190476,9,343.947064
1.333333,15,343.991857
1.214286,10,344.020165
-0.809524,9,344.045997
1.071429,4,344.057966
1.095238,5,344.073715
1.071429,4,344.08512
-0.761905,11,344.117867
-0.880952,6,344.138664
-0.880952,6,344.157068
1.238095,11,344.1869
-0.904762,5,344.203526
1.071429,4,344.21552
1.142857,7,344.237896
-0.738095,12,344.271884
1.071429,4,344.284936
1.261905,12,344.318945
1.095238,5,344.334711
1.142857,7,344.355608
1.095238,5,344.374018
1.071429,4,344.385985
1.119048,6,344.407869
1.142857,7,344.427596
1.238095,11,344.458753
1.071429,4,344.471747
-0.761905,11,344.505809
1.095238,5,344.521233
1.142857,7,344.543096
1.071429,4,344.555967
1.190476,9,344.581744
1.285714,13,344.624773
1.142857,7,344.650294
1.214286,10,344.686438
1.119048,6,344.709141
1.214286,10,344.909881
1.095238,5,344.928726
-0.738095,12,344.965242
1.095238,5,344.98107
1.190476,9,345.004709
1.119048,6,345.022297
1.095238,5,345.039155
-0.761905,11,345.070183
1.119048,6,345.087973
1.309524,14,345.124091
1.119048,6,345.141958
1.071429,4,345.15291
1.095238,5,345.167892
-9.738095,12,345.199699
1.071429,4,345.213321
1.095238,5,345.228194
1.095238,5,345.243087
1.119048,6,345.260075
1.119048,6,345.276165
1.071429,4,345.288135
1.095238,5,345.303879
1.071429,4,345.316327
1.238095,11,345.347078
1.142857,7,345.366889
1.071429,4,345.37786
-0.904762,5,345.392988
1.238095,11,345.423762
1.095238,5,345.439718
1.071429,4,345.452692
1.190476,9,345.479655
1.071429,4,345.491915
1.071429,4,345.503713
1.071429,4,345.516203
1.071429,4,345.528149
1.190476,9,345.551964
1.071429,4,345.565844
1.214286,10,345.593299
1.142857,7,345.613229
1.119048,6,345.631182
1.166667,8,345.798209
1.071429,4,345.810054
1.119048,6,345.828896
1.142857,7,345.848981
1.238095,11,345.878974
1.166667,8,345.901525
1.261905,12,345.932934
1.238095,11,345.96235
-0.857143,7,345.984162
1.071429,4,345.996009
1.071429,4,346.011966
1.190476,9,346.036746
1.166667,8,346.058645
1.071429,4,346.070229
1.071429,4,346.083011
-0.809524,9,346.108904
1.095238,5,346.123801
1.357143,16,346.166229
1.071429,4,346.178759
1.214286,10,346.206902
1.095238,5,346.220915
1.095238,5,346.237765
1.095238,5,346.252789
1.071429,4,346.264899
1.071429,4,346.278862
1.095238,5,346.292906
-0.809524,9,346.318762
1.190476,9,346.343393
1.238095,11,346.374763
1.142857,7,346.39571
1.190476,9,346.420395
1.071429,4,346.431366
1.166667,8,346.453605
1.071429,4,346.465346
1.119048,6,346.48318
1.142857,7,346.503907
-0.857143,7,346.67031
1.071429,4,346.683882
1.095238,5,346.698591
1.095238,5,346.714321
-0.833333,8,346.738105
-0.785714,10,346.7669
1.071429,4,346.778885
1.095238,5,346.794387
1.166667,8,346.817137
1.095238,5,346.833039
1.238095,11,346.862557
1.119048,6,346.878477
1.095238,5,346.894033
1.142857,7,346.913955
1.119048,6,346.930637
1.214286,10,346.958593
1.071429,4,346.970316
1.071429,4,346.982282
1.214286,10,347.009897
1.095238,5,347.024772
1.095238,5,347.04098
1.071429,4,347.051951
-9.738095,12,347.0852
1.285714,13,347.120309
1.095238,5,347.135146
1.119048,6,347.154011
1.071429,4,347.165762
1.190476,9,347.191763
1.095238,5,347.207735
1.166667,8,347.229136
1.190476,9,347.252905
-0.738095,12,347.287652
1.071429,4,347.300584
-0.809524,9,347.326152
1.333333,15,347.365865
1.071429,4,347.378699
1.071429,4,347.390643
1.071429,4,347.403021
1.166667,8,347.571131
1.214286,10,347.599744
1.071429,4,347.61163
1.142857,7,347.633193
-0.761905,11,347.662897
1.071429,4,347.677855
1.071429,4,347.689823
1.142857,7,347.712841
1.071429,4,347.72479
1.095238,5,347.740004
-0.857143,7,347.760848
1.142857,7,347.779753
1.095238,5,347.794492
1.142857,7,347.816381
1.238095,11,347.848351
1.214286,10,347.876349
-0.880952,6,347.894016
1.095238,5,347.90987
1.190476,9,347.935896
-0.857143,7,347.955706
-0.809524,9,347.982337
1.071429,4,347.996135
1.190476,9,348.020369
1.071429,4,348.032894
1.261905,12,348.064794
1.142857,7,348.08516
1.142857,7,348.105987
1.095238,5,348.120914
1.071429,4,348.132902
1.095238,5,348.147792
1.095238,5,348.162403
1.071429,4,348.1752
1.119048,6,348.194017
1.095238,5,348.208977
1.238095,11,348.242711
1.333333,15,348.283936
1.071429,4,348.296902
1.071429,4,348.455637
1.071429,4,348.466992
1.071429,4,348.480889
1.095238,5,348.494851
1.071429,4,348.50782
1.071429,4,348.520879
1.190476,9,348.545021
1.095238,5,348.558984
-0.785714,10,348.586219
1.095238,5,348.602966
1.095238,5,348.617919
1.190476,9,348.642714
1.071429,4,348.65468
1.071429,4,348.666146
1.119048,6,348.682924
1.071429,4,348.694757
1.142857,7,348.715426
1.119048,6,348.731364
1.119048,6,348.751829
-0.833333,8,348.777755
-0.880952,6,348.796754
1.119048,6,348.814416
1.071429,4,348.826194
1.190476,9,348.851775
1.095238,5,348.868516
-0.833333,8,348.892602
1.071429,4,348.906185
1.071429,4,348.918048
-0.761905,11,348.950834
1.119048,6,348.971755
-0.857143,7,348.998184
-0.761905,11,349.042142
1.071429,4,349.056936
1.190476,9,349.085896
1.190476,9,349.116686
1.190476,9,349.150147
1.071429,4,349.166732
1.238095,11,349.202836
-0.857143,7,349.226179
1.095238,5,349.246022
1.238095,11,349.439638
1.142857,7,349.458257
1.071429,4,349.470488
1.119048,6,349.489083
1.238095,11,349.521705
1.166667,8,349.545899
1.095238,5,349.56086
1.071429,4,349.575696
-0.738095,12,349.610981
1.190476,9,349.637746
-9.690476,14,349.67575
1.095238,5,349.69071
1.095238,5,349.707862
1.071429,4,349.71983
1.309524,14,349.759115
1.238095,11,349.789423
1.095238,5,349.807858
1.095238,5,349.822366
1.190476,9,349.851738
1.119048,6,349.869472
1.071429,4,349.882492
1.095238,5,349.897529
-0.928571,4,349.910497
1.261905,12,349.944893
-0.785714,10,349.974412
1.119048,6,349.991362
1.142857,7,350.011334
-0.928571,4,350.025485
1.071429,4,350.038534
1.214286,10,350.066795
1.119048,6,350.084778
1.261905,12,350.119528
1.095238,5,350.133864
1.238095,11,350.164275
1.119048,6,350.182235
1.166667,8,350.358044
1.119048,6,350.380928
1.261905,12,350.415371
1.166667,8,350.437229
1.142857,7,350.456845
-0.833333,8,350.481872
1.142857,7,350.5067
1.071429,4,350.519659
1.095238,5,350.533657
1.095238,5,350.548361
1.142857,7,350.568965
1.142857,7,350.590847
1.214286,10,350.720471
1.166667,8,350.74578
1.285714,13,350.783019
1.095238,5,350.799931
1.142857,7,350.820419
1.119048,6,350.840338
1.119048,6,350.857979
1.071429,4,350.870932
1.214286,10,350.900305
-0.833333,8,350.92594
1.190476,9,350.951739
1.166667,8,350.975423
1.190476,9,351.001166
1.142857,7,351.020997
-0.880952,6,351.039848
1.142857,7,351.060577
1.095238,5,351.075425
1.071429,4,351.087692
1.119048,6,351.105696
1.261905,12,351.140319
1.095238,5,351.155354
1.309524,14,351.197834
1.071429,4,351.213465
1.261905,12,351.394242
1.095238,5,351.411916
1.166667,8,351.436156
-0.833333,8,351.459966
1.095238,5,351.476753
1.095238,5,351.492718
1.071429,4,351.504993
1.071429,4,351.518957
1.119048,6,351.537978
1.119048,6,351.556746
1.119048,6,351.575568
1.214286,10,351.603403
1.119048,6,351.622474
1.285714,13,351.659089
1.119048,6,351.679013
1.071429,4,351.691978
1.190476,9,351.719522
1.119048,6,351.736484
1.166667,8,351.762498
1.095238,5,351.77723
-0.833333,8,351.801821
1.095238,5,351.816478
1.119048,6,351.834404
1.095238,5,351.850299
1.166667,8,351.873935
1.095238,5,351.888737
1.095238,5,351.905096
1.119048,6,351.923056
1.166667,8,351.947876
1.095238,5,351.962737
1.071429,4,351.976749
1.071429,4,351.989682
1.071429,4,352.004096
-0.857143,7,352.026037
1.238095,11,352.056862
-0.833333,8,352.081574
-0.809524,9,352.10753
1.071429,4,352.121184
1.261905,12,352.305634
1.142857,7,352.324002
1.142857,7,352.344946
1.095238,5,352.358751
-0.761905,11,352.391714
1.071429,4,352.404751
1.214286,10,352.433992
1.166667,8,352.455751
-0.880952,6,352.475142
1.142857,7,352.494895
1.261905,12,352.529012
-0.761905,11,352.561869
1.238095,11,352.592894
1.071429,4,352.60486
1.119048,6,352.622947
1.071429,4,352.634914
1.238095,11,352.667158
1.119048,6,352.685116
1.214286,10,352.712331
1.095238,5,352.72707
-0.857143,7,352.748897
1.190476,9,352.776638
-0.857143,7,352.796999
1.238095,11,352.830733
1.119048,6,352.84769
1.214286,10,352.875692
-0.857143,7,352.897231
1.119048,6,352.917738
1.190476,9,352.947112
1.095238,5,352.961732
1.190476,9,352.988171
1.214286,10,353.01688
1.119048,6,353.034769
1.095238,5,353.049682
1.095238,5,353.214564
1.071429,4,353.22642
1.119048,6,353.243483
1.071429,4,353.255213
1.095238,5,353.270679
1.095238,5,353.286336
1.190476,9,353.315006
1.071429,4,353.328881
-0.833333,8,353.359542
1.071429,4,353.374351
1.166667,8,353.398725
1.095238,5,353.41497
1.309524,14,353.453905
1.166667,8,353.47784
1.119048,6,353.495371
1.071429,4,353.50834
-0.880952,6,353.526217
1.166667,8,353.551076
1.071429,4,353.564034
1.119048,6,353.581985
1.071429,4,353.594925
1.119048,6,353.613539
1.119048,6,353.630908
1.119048,6,353.647741
1.214286,10,353.675106
1.071429,4,353.688105
1.095238,5,353.701957
1.095238,5,353.717524
1.071429,4,353.730493
1.214286,10,353.757393
1.214286,10,353.785477
1.238095,11,353.815935
1.095238,5,353.830895
1.238095,11,353.86258
1.142857,7,353.885423
1.190476,9,353.90987
1.095238,5,353.925828
1.071429,4,353.938795
1.285714,13,354.123182
1.119048,6,354.140137
1.166667,8,354.164536
1.190476,9,354.187927
1.142857,7,354.209741
1.285714,13,354.245573
1.071429,4,354.257473
1.142857,7,354.279137
1.095238,5,354.294174
1.071429,4,354.306023
1.071429,4,354.318988
1.190476,9,354.344727
1.095238,5,354.359624
1.261905,12,354.394938
1.119048,6,354.413545
1.095238,5,354.429404
1.071429,4,354.442411
1.119048,6,354.459353
1.095238,5,354.473298
-9.785714,10,354.500722
1.190476,9,354.52898
1.071429,4,354.541946
1.190476,9,354.567128
1.238095,11,354.596953
1.071429,4,354.608921
1.214286,10,354.637992
1.190476,9,354.663884
1.095238,5,354.680867
1.261905,12,354.712754
1.119048,6,354.729705
1.142857,7,354.749626
1.214286,10,354.779361
1.095238,5,354.793474
1.285714,13,354.8296
1.119048,6,354.847466
1.071429,4,354.859503
1.166667,8,355.031866
1.190476,9,355.057844
1.119048,6,355.07498
1.238095,11,355.105528
1.166667,8,355.12821
1.119048,6,355.147526
1.309524,14,355.187023
1.095238,5,355.202765
-0.857143,7,355.225698
1.119048,6,355.243799
-0.738095,12,355.279713
1.238095,11,355.313061
1.095238,5,355.327885
-9.642857,16,355.372725
1.214286,10,355.402017
-0.904762,5,355.417926
1.142857,7,355.438853
1.142857,7,355.45873
-0.857143,7,355.482086
1.261905,12,355.515681
1.166667,8,355.538913
1.071429,4,355.551882
1.095238,5,355.565588
-0.738095,12,355.600895
1.261905,12,355.635022
1.119048,6,355.65289
1.071429,4,355.664853
1.071429,4,355.677819
1.166667,8,355.699719
-0.833333,8,355.725208
1.142857,7,355.744879
1.142857,7,355.766356
1.095238,5,355.93022
-0.785714,10,355.959701
1.142857,7,355.979467
1.142857,7,355.999298
1.071429,4,356.013134
1.214286,10,356.041929
1.190476,9,356.067872
1.095238,5,356.08272
1.071429,4,356.09513
1.119048,6,356.114083
1.214286,10,356.141977
1.261905,12,356.176095
1.190476,9,356.200728
1.071429,4,356.213214
1.166667,8,356.235867
1.285714,13,356.274855
1.071429,4,356.288786
1.166667,8,356.312624
1.166667,8,356.335394
1.071429,4,356.348358
1.119048,6,356.366618
1.261905,12,356.400612
1.190476,9,356.426941
1.071429,4,356.439906
1.095238,5,356.455688
1.119048,6,356.47327
1.119048,6,356.493782
1.095238,5,356.509341
1.095238,5,356.526358
1.071429,4,356.541321
1.071429,4,356.554583
1.166667,8,356.577411
1.071429,4,356.589382
1.119048,6,356.606741
1.357143,16,356.65197
1.190476,9,356.678731
1.238095,11,356.861702
1.095238,5,356.87698
1.095238,5,356.89194
-0.761905,11,356.924939
1.214286,10,356.956384
1.142857,7,356.975905
1.142857,7,356.996363
1.071429,4,357.009188
1.166667,8,357.033004
1.261905,12,357.065995
1.071429,4,357.081953
1.142857,7,357.10087
1.071429,4,357.114478
1.142857,7,357.134896
1.095238,5,357.149856
1.166667,8,357.174003
1.190476,9,357.199739
1.071429,4,357.213656
1.119048,6,357.230618
1.166667,8,357.253873
1.142857,7,357.274818
1.214286,10,357.300721
1.119048,6,357.320625
1.071429,4,357.332539
1.071429,4,357.344739
1.095238,5,357.363653
1.142857,7,357.383502
1.190476,9,357.410722
1.238095,11,357.442945
1.071429,4,357.45574
1.119048,6,357.475103
1.261905,12,357.509168
1.261905,12,357.548906
1.071429,4,357.562419
1.166667,8,357.588876
1.190476,9,357.766519
1.095238,5,357.780952
1.190476,9,357.807955
1.166667,8,357.830722
1.071429,4,357.844177
1.238095,11,357.877884
-0.857143,7,357.899678
1.190476,9,357.925189
1.071429,4,357.938155
1.119048,6,357.956165
1.119048,6,357.973032
1.214286,10,358.003009
1.071429,4,358.014984
1.166667,8,358.037297
1.095238,5,358.052267
-0.833333,8,358.075994
1.095238,5,358.092206
1.119048,6,358.109038
1.071429,4,358.120944
1.095238,5,358.136905
1.214286,10,358.165682
1.119048,6,358.183641
1.119048,6,358.200457
1.071429,4,358.212698
-9.666667,15,358.253897
1.190476,9,358.278353
-0.809524,9,358.304736
1.071429,4,358.317682
1.071429,4,358.329615
1.095238,5,358.346087
1.119048,6,358.362965
1.119048,6,358.381916
1.142857,7,358.400868
1.119048,6,358.422184
1.190476,9,358.447971
1.095238,5,358.462859
1.071429,4,358.475754
1.261905,12,358.508172
-0.785714,10,1237.122846
-9.761905,11,1237.148777
-9.809524,9,1237.17472
1.166667,8,1237.199358
-9.785714,10,1237.224855
1.238095,11,1237.252519
-9.761905,11,1237.278698
-0.738095,12,1237.310519
-9.666667,15,1237.347456
-0.714286,13,1237.38176
1.119048,6,1237.397718
-9.785714,10,1237.422563
-0.714286,13,1237.457833
1.333333,15,1237.496996
-0.880952,6,1237.514838
-9.595238,18,1237.557723
1.190476,9,1237.581092
1.190476,9,1237.604976
1.095238,5,1237.617942
1.285714,13,1237.649856
1.333333,15,1237.687262
1.190476,9,1237.709889
1.261905,12,1237.739806
-9.785714,10,1238.034676
1.285714,13,1238.069079
-9.761905,11,1238.096814
-9.619048,17,1238.141077
-9.642857,16,1238.17887
-9.619048,17,1238.220822
1.238095,11,1238.249541
1.285714,13,1238.281862
-0.928571,4,1238.294828
1.285714,13,1238.327785
1.214286,10,1238.354713
-9.714286,13,1238.387943
1.238095,11,1238.415725
1.214286,10,1238.441648
-0.714286,13,1238.475443
1.285714,13,1238.507543
-0.738095,12,1238.538624
-9.738095,12,1238.566315
1.309524,14,1238.602735
1.261905,12,1238.633124
1.238095,11,1238.660383
1.142857,7,1238.80295
-0.761905,11,1238.830797
-0.809524,9,1238.854733
-9.714286,13,1238.887109
1.071429,4,1238.899076
-0.904762,5,1238.913872
-9.714286,13,1238.943794
-9.738095,12,1238.973714
-0.857143,7,1238.996652
-0.928571,4,1239.009618
-9.690476,14,1239.04285
1.166667,8,1239.063794
1.357143,16,1239.102707
1.261905,12,1239.132629
1.071429,4,1239.144597
-0.714286,13,1239.177105
1.357143,16,1239.21696
1.238095,11,1239.246661
-9.761905,11,1239.273589
1.214286,10,1239.300073
-0.928571,4,1239.312726
-0.785714,10,1239.339542
1.214286,10,1239.365883
1.190476,9,1239.388822
1.142857,7,1239.406774
-0.714286,13,1239.44276
-0.785714,10,1239.603261
1.190476,9,1239.625918
-0.761905,11,1239.655649
-0.761905,11,1239.684489
-0.761905,11,1239.716577
-9.642857,16,1239.755283
-9.714286,13,1239.785511
-9.666667,15,1239.821252
-9.714286,13,1239.852744
1.142857,7,1239.871764
1.142857,7,1239.890742
-9.809524,9,1239.911684
-9.714286,13,1239.943063
1.166667,8,1239.96551
-0.809524,9,1239.988359
-9.761905,11,1240.014733
-9.761905,11,1240.042658
-0.785714,10,1240.068589
1.142857,7,1240.086541
-0.619048,17,1240.129366
1.142857,7,1240.147557
1.285714,13,1240.179709
1.238095,11,1240.208828
1.095238,5,1240.222791
1.285714,13,1240.381903
