#{"t_start": 1632727181.1967397, "env_id": null}
r,l,t 
1.166667,8,372.946718
1.119048,6,372.970973
1.071429,4,372.985728
1.071429,4,373.001809
1.166667,8,373.029522
-0.809524,9,373.061038
1.095238,5,373.080024
-0.904762,5,373.09802
1.190476,9,373.125687
1.071429,4,373.14027
1.214286,10,373.172715
1.071429,4,373.185685
1.071429,4,373.199688
1.142857,7,373.223919
1.071429,4,373.238879
1.071429,4,373.253156
1.095238,5,373.27011
1.190476,9,373.300025
1.071429,4,373.31371
1.166667,8,373.340244
1.071429,4,373.355313
1.095238,5,373.371109
1.261905,12,373.409678
1.071429,4,373.424421
1.071429,4,373.438414
1.071429,4,373.614178
1.166667,8,373.639994
1.119048,6,373.659964
1.190476,9,373.690804
1.214286,10,373.724129
1.095238,5,373.742014
1.119048,6,373.762272
1.071429,4,373.775831
-0.714286,13,373.817007
1.190476,9,373.846669
1.214286,10,373.881018
1.095238,5,373.897681
1.119048,6,373.919152
-0.857143,7,373.943107
1.071429,4,373.956684
1.071429,4,373.970861
1.071429,4,373.983826
-0.833333,8,374.011037
1.190476,9,374.047524
-0.761905,11,374.090918
1.190476,9,374.119018
1.095238,5,374.136005
1.119048,6,374.155946
-0.738095,12,374.191328
1.095238,5,374.207149
-0.833333,8,374.231103
1.071429,4,374.244923
1.238095,11,374.279518
1.071429,4,374.292747
1.095238,5,374.30935
1.071429,4,374.321467
1.071429,4,374.335472
1.261905,12,374.373196
1.142857,7,374.396078
1.119048,6,374.415112
1.142857,7,374.436056
1.214286,10,374.629302
1.119048,6,374.649784
1.071429,4,374.66337
1.214286,10,374.694403
1.095238,5,374.712028
1.071429,4,374.726682
1.095238,5,374.744237
1.071429,4,374.758242
1.238095,11,374.790674
1.095238,5,374.807658
1.214286,10,374.83779
1.071429,4,374.851686
1.071429,4,374.864143
1.309524,14,374.906653
1.071429,4,374.919618
1.095238,5,374.936606
-0.785714,10,374.969434
-0.880952,6,374.989048
1.166667,8,375.012832
1.071429,4,375.026669
1.071429,4,375.039634
1.119048,6,375.058454
1.071429,4,375.073568
1.071429,4,375.088126
1.071429,4,375.101808
1.190476,9,375.130533
1.214286,10,375.163099
1.071429,4,375.178557
1.071429,4,375.194068
1.190476,9,375.22356
1.071429,4,375.239528
1.119048,6,375.260459
1.095238,5,375.277465
1.071429,4,375.29202
1.119048,6,375.309961
1.142857,7,375.330884
1.261905,12,375.365772
1.071429,4,375.378676
1.142857,7,375.40062
1.095238,5,375.418581
-0.833333,8,375.445759
1.071429,4,375.459841
1.071429,4,375.631112
-0.785714,10,375.767812
1.071429,4,375.779779
1.119048,6,375.798052
1.095238,5,375.814011
1.142857,7,375.83695
1.095238,5,375.853472
1.071429,4,375.867436
1.238095,11,375.903176
1.095238,5,375.920131
1.238095,11,375.957324
1.119048,6,375.976137
1.166667,8,376.002074
1.142857,7,376.02501
1.071429,4,376.037975
1.095238,5,376.053708
1.119048,6,376.072475
1.071429,4,376.084953
1.119048,6,376.102008
1.214286,10,376.128777
1.095238,5,376.145307
1.214286,10,376.17669
1.071429,4,376.190656
1.119048,6,376.209681
1.095238,5,376.225161
1.095238,5,376.241126
1.071429,4,376.254112
1.071429,4,376.266549
1.071429,4,376.28016
1.119048,6,376.300107
1.071429,4,376.314069
1.166667,8,376.341385
1.095238,5,376.358965
1.119048,6,376.378545
1.142857,7,376.40106
1.071429,4,376.414991
1.071429,4,376.428814
1.071429,4,376.442807
1.095238,5,376.458085
1.095238,5,376.473589
1.071429,4,376.486448
1.166667,8,376.510965
1.095238,5,376.526873
1.071429,4,376.539986
1.095238,5,376.709217
1.238095,11,376.741133
1.119048,6,376.760081
1.119048,6,376.778033
1.095238,5,376.793993
1.166667,8,376.817932
1.071429,4,376.831894
1.095238,5,376.847743
1.190476,9,376.875191
1.166667,8,376.901122
1.142857,7,376.922923
1.190476,9,376.950738
1.095238,5,376.967109
1.071429,4,376.982397
1.071429,4,376.995335
1.071429,4,377.008301
1.095238,5,377.023901
1.071429,4,377.038549
1.071429,4,377.051073
1.095238,5,377.066033
1.119048,6,377.083985
1.071429,4,377.096951
1.142857,7,377.118211
-0.880952,6,377.135997
1.095238,5,377.153951
1.166667,8,377.177888
1.190476,9,377.205555
1.142857,7,377.229051
1.214286,10,377.260207
1.142857,7,377.283189
-0.904762,5,377.301144
-0.928571,4,377.316104
1.119048,6,377.335764
1.095238,5,377.353353
1.095238,5,377.370899
1.095238,5,377.388994
1.214286,10,377.419323
1.095238,5,377.434282
-0.785714,10,377.467027
1.095238,5,377.483981
1.071429,4,377.498898
1.071429,4,377.52583
1.119048,6,377.703462
1.095238,5,377.718404
1.071429,4,377.731913
1.071429,4,377.746691
1.309524,14,377.787546
1.071429,4,377.800761
1.071429,4,377.812703
1.071429,4,377.82567
1.190476,9,377.853267
1.071429,4,377.866232
1.119048,6,377.885181
1.071429,4,377.897149
-0.833333,8,377.92009
1.285714,13,377.955994
1.119048,6,377.973947
1.095238,5,377.988906
1.095238,5,378.003842
1.071429,4,378.016809
1.095238,5,378.033412
1.238095,11,378.064621
1.166667,8,378.087347
1.071429,4,378.099315
1.214286,10,378.129235
-0.809524,9,378.157161
1.071429,4,378.170434
1.190476,9,378.197668
1.071429,4,378.211201
1.142857,7,378.232263
-0.928571,4,378.246105
1.095238,5,378.261065
1.142857,7,378.282061
1.190476,9,378.308989
1.095238,5,378.32515
1.214286,10,378.355682
1.071429,4,378.367407
1.119048,6,378.38554
1.071429,4,378.397613
1.285714,13,378.432111
1.142857,7,378.453056
1.071429,4,378.466022
1.095238,5,378.639889
1.095238,5,378.656533
1.071429,4,378.670194
1.142857,7,378.694127
1.166667,8,378.719953
1.119048,6,378.739912
1.190476,9,378.767226
1.166667,8,378.792821
1.119048,6,378.813823
1.071429,4,378.827335
1.190476,9,378.855819
1.071429,4,378.869785
1.071429,4,378.884633
1.142857,7,378.907855
1.071429,4,378.924809
1.071429,4,378.940401
1.071429,4,378.953794
-0.761905,11,378.986013
1.071429,4,378.998845
1.071429,4,379.011825
1.071429,4,379.025784
1.071429,4,379.038344
1.095238,5,379.054656
1.095238,5,379.070676
1.071429,4,379.083183
1.166667,8,379.107069
1.095238,5,379.121032
1.142857,7,379.141979
1.166667,8,379.165918
1.095238,5,379.182305
1.071429,4,379.195265
-0.880952,6,379.214968
1.119048,6,379.234918
-0.857143,7,379.256903
1.190476,9,379.283357
1.071429,4,379.295176
1.071429,4,379.308141
1.095238,5,379.322392
1.071429,4,379.335628
-0.809524,9,379.363479
1.071429,4,379.375979
1.095238,5,379.392442
1.142857,7,379.413935
1.190476,9,379.440864
1.095238,5,379.605873
1.071429,4,379.618608
1.095238,5,379.635094
1.214286,10,379.664155
1.095238,5,379.681109
-0.904762,5,379.697066
1.071429,4,379.71054
1.119048,6,379.730125
1.190476,9,379.758151
1.214286,10,379.789064
1.190476,9,379.821988
1.071429,4,379.835818
1.071429,4,379.8508
1.071429,4,379.864691
1.071429,4,379.878679
1.119048,6,379.898319
1.142857,7,379.919905
1.285714,13,379.960772
1.119048,6,379.979662
1.142857,7,380.000285
-0.833333,8,380.025407
-0.761905,11,380.059905
1.095238,5,380.076904
1.166667,8,380.099822
1.071429,4,380.111795
1.214286,10,380.140238
1.214286,10,380.169253
1.071429,4,380.182203
1.095238,5,380.198155
1.095238,5,380.213114
1.071429,4,380.227077
1.071429,4,380.24104
1.095238,5,380.257309
1.119048,6,380.275059
1.166667,8,380.300126
1.119048,6,380.320076
1.238095,11,380.350993
1.071429,4,380.362961
1.071429,4,380.375927
1.190476,9,380.403855
-0.880952,6,380.582019
1.071429,4,380.595975
1.071429,4,380.609497
1.071429,4,380.623208
1.095238,5,380.639164
1.119048,6,380.658113
1.119048,6,380.677062
1.071429,4,380.690027
1.095238,5,380.705987
1.214286,10,380.735924
1.190476,9,380.76484
1.095238,5,380.782053
1.214286,10,380.812304
1.214286,10,380.842176
1.095238,5,380.858133
1.095238,5,380.874128
1.095238,5,380.908016
1.071429,4,380.921965
1.071429,4,380.936927
1.142857,7,380.957884
1.119048,6,380.978815
1.071429,4,380.992491
1.095238,5,381.008335
1.190476,9,381.035348
1.095238,5,381.052362
1.071429,4,381.065325
1.071429,4,381.079287
-0.880952,6,381.098294
1.071429,4,381.112286
1.095238,5,381.128231
1.238095,11,381.159796
-0.857143,7,381.182814
1.095238,5,381.198052
-0.880952,6,381.217999
1.071429,4,381.230964
1.071429,4,381.243929
1.214286,10,381.273315
-0.857143,7,381.294258
1.095238,5,381.309218
1.214286,10,381.33814
1.142857,7,381.359085
1.071429,4,381.371754
1.119048,6,381.391437
1.119048,6,381.55923
1.119048,6,381.576185
-0.761905,11,381.606106
1.071429,4,381.619071
1.119048,6,381.638538
1.166667,8,381.662626
1.071429,4,381.676038
1.071429,4,381.689004
1.166667,8,381.712943
1.095238,5,381.727902
1.071429,4,381.740592
1.142857,7,381.761588
1.095238,5,381.777564
1.071429,4,381.79011
-0.809524,9,381.82003
1.261905,12,381.858019
1.166667,8,381.883025
1.071429,4,381.896988
1.119048,6,381.91494
1.166667,8,381.93803
1.214286,10,381.966571
1.071429,4,381.978682
1.142857,7,381.99945
1.214286,10,382.028206
1.095238,5,382.044173
1.071429,4,382.057923
1.214286,10,382.088597
1.095238,5,382.105546
1.190476,9,382.133914
1.166667,8,382.160841
-9.619048,17,382.208546
1.095238,5,382.224133
-0.904762,5,382.24009
-0.857143,7,382.264021
1.095238,5,382.280672
1.095238,5,382.297295
1.071429,4,382.311866
1.071429,4,382.324828
1.190476,9,382.504121
1.095238,5,382.521076
1.095238,5,382.536288
1.142857,7,382.556985
1.190476,9,382.583978
1.119048,6,382.601937
1.214286,10,382.630856
1.190476,9,382.656789
1.095238,5,382.672404
1.071429,4,382.685363
1.119048,6,382.703221
1.190476,9,382.730107
1.142857,7,382.75105
1.071429,4,382.765016
1.142857,7,382.78596
1.166667,8,382.809849
1.142857,7,382.8318
1.119048,6,382.850899
1.142857,7,382.87384
-0.785714,10,382.902933
1.095238,5,382.917894
1.095238,5,382.932856
1.119048,6,382.950808
1.071429,4,382.963595
1.071429,4,382.977122
1.166667,8,383.003052
1.166667,8,383.029984
1.071429,4,383.044943
1.190476,9,383.07713
1.095238,5,383.09708
1.071429,4,383.110045
1.071429,4,383.123588
1.071429,4,383.136557
1.166667,8,383.161241
1.095238,5,383.177196
1.071429,4,383.191188
1.142857,7,383.219104
1.238095,11,383.273159
1.071429,4,383.288285
1.095238,5,383.306283
1.095238,5,383.323678
1.071429,4,383.508287
1.071429,4,383.522822
-0.833333,8,383.549461
-0.666667,15,383.597922
1.166667,8,383.622855
1.095238,5,383.640413
1.214286,10,383.673649
1.095238,5,383.693808
1.190476,9,383.728418
1.261905,12,383.773419
-0.833333,8,383.808191
1.166667,8,383.840927
1.238095,11,383.885025
1.166667,8,383.920947
1.071429,4,383.939973
1.142857,7,383.974419
1.119048,6,384.002861
1.071429,4,384.020666
1.142857,7,384.048931
1.095238,5,384.070874
1.071429,4,384.086896
1.166667,8,384.113685
1.095238,5,384.130612
1.190476,9,384.162882
1.095238,5,384.181132
1.214286,10,384.214114
1.095238,5,384.232066
1.119048,6,384.252994
1.119048,6,384.273937
1.119048,6,384.294865
1.214286,10,384.327425
1.214286,10,384.370072
1.214286,10,384.406974
1.071429,4,384.421947
1.071429,4,384.437891
1.071429,4,384.45684
1.119048,6,384.67194
1.119048,6,384.693319
1.071429,4,384.707288
1.095238,5,384.726293
-0.785714,10,384.75979
1.071429,4,384.774294
1.238095,11,384.809202
1.071429,4,384.823165
1.190476,9,384.852298
1.071429,4,384.86605
1.142857,7,384.890988
1.214286,10,384.922939
1.071429,4,384.93687
1.071429,4,384.950834
1.119048,6,384.972388
1.095238,5,384.989342
1.071429,4,385.002967
-0.809524,9,385.03386
-0.857143,7,385.059805
1.071429,4,385.074243
1.166667,8,385.104163
1.095238,5,385.121156
1.071429,4,385.136079
1.071429,4,385.151038
1.095238,5,385.170985
1.071429,4,385.186346
1.190476,9,385.216039
1.142857,7,385.241564
1.166667,8,385.269904
1.214286,10,385.311079
1.190476,9,385.349905
1.071429,4,385.367871
1.095238,5,385.389804
1.119048,6,385.416674
1.119048,6,385.444289
1.071429,4,385.467425
1.095238,5,385.491102
1.095238,5,385.514014
1.214286,10,385.554964
1.095238,5,385.574444
1.071429,4,385.593995
1.071429,4,385.60995
1.071429,4,385.625045
1.071429,4,385.8046
1.095238,5,385.822065
1.166667,8,385.846803
1.142857,7,385.869551
1.166667,8,385.89429
1.095238,5,385.910246
1.095238,5,385.927202
1.119048,6,385.947148
1.071429,4,385.960114
1.071429,4,385.974077
1.190476,9,386.001004
1.095238,5,386.016964
1.071429,4,386.02993
1.166667,8,386.054967
-0.857143,7,386.079215
1.119048,6,386.099163
1.095238,5,386.116117
1.119048,6,386.134406
1.071429,4,386.147617
1.190476,9,386.176157
1.166667,8,386.199096
1.119048,6,386.217051
1.214286,10,386.245976
1.095238,5,386.26268
1.214286,10,386.2903
1.071429,4,386.304686
1.095238,5,386.320192
1.071429,4,386.333157
1.119048,6,386.353103
1.214286,10,386.384022
1.095238,5,386.398992
1.285714,13,386.438427
1.071429,4,386.452077
1.095238,5,386.469034
1.071429,4,386.482
1.071429,4,386.495006
1.119048,6,386.514953
1.071429,4,386.527921
1.095238,5,386.543879
1.095238,5,386.559847
1.142857,7,386.580489
1.071429,4,386.595639
1.071429,4,386.608608
1.095238,5,386.792811
-0.833333,8,386.818792
1.190476,9,386.847444
1.238095,11,386.881271
-0.880952,6,386.902322
1.071429,4,386.91751
1.095238,5,386.934191
1.142857,7,386.957392
1.095238,5,386.973985
1.119048,6,386.993965
1.071429,4,387.007387
1.095238,5,387.022918
-0.833333,8,387.049062
1.190476,9,387.075959
1.142857,7,387.096903
1.142857,7,387.118936
1.071429,4,387.132902
1.071429,4,387.145867
1.071429,4,387.158833
1.142857,7,387.179192
1.095238,5,387.195149
1.071429,4,387.208117
1.071429,4,387.220086
1.119048,6,387.239218
1.261905,12,387.275122
1.119048,6,387.293074
1.095238,5,387.308037
1.071429,4,387.321543
-0.880952,6,387.34019
1.238095,11,387.371107
1.071429,4,387.383074
1.095238,5,387.397907
1.285714,13,387.433815
1.142857,7,387.455113
1.214286,10,387.484038
1.119048,6,387.501916
1.142857,7,387.520908
1.166667,8,387.544424
1.095238,5,387.560384
1.119048,6,387.727094
-0.857143,7,387.748002
1.214286,10,387.777154
1.095238,5,387.79307
1.166667,8,387.817883
-0.904762,5,387.836589
1.071429,4,387.850886
1.071429,4,387.865175
1.142857,7,387.88927
1.190476,9,387.918033
1.095238,5,387.934055
1.071429,4,387.948017
1.238095,11,387.980931
1.214286,10,388.010898
1.142857,7,388.030757
1.071429,4,388.043841
1.142857,7,388.064801
1.119048,6,388.083505
1.071429,4,388.097001
1.071429,4,388.109932
1.071429,4,388.123042
1.071429,4,388.136524
1.071429,4,388.149401
1.095238,5,388.165362
1.190476,9,388.191183
1.166667,8,388.216109
1.071429,4,388.229077
-0.761905,11,388.260992
1.142857,7,388.281123
1.190476,9,388.30702
1.071429,4,388.320983
1.142857,7,388.341929
1.071429,4,388.354744
1.095238,5,388.370703
-0.857143,7,388.392136
1.071429,4,388.404103
1.095238,5,388.419064
1.095238,5,388.434024
1.214286,10,388.463167
1.190476,9,388.4881
1.119048,6,388.507049
1.071429,4,388.666006
1.071429,4,388.679466
1.095238,5,388.694429
1.095238,5,388.711066
1.238095,11,388.742976
1.261905,12,388.777867
1.261905,12,388.813339
-0.785714,10,388.843072
1.071429,4,388.857035
1.190476,9,388.883543
1.190476,9,388.911166
1.190476,9,388.939172
1.095238,5,388.955255
1.119048,6,388.975864
1.142857,7,389.005604
1.238095,11,389.040057
1.071429,4,389.053025
-0.809524,9,389.081944
1.071429,4,389.094723
1.190476,9,389.121998
1.071429,4,389.133834
1.095238,5,389.150792
1.095238,5,389.165669
1.071429,4,389.17816
1.071429,4,389.190128
1.071429,4,389.202903
1.095238,5,389.218873
1.095238,5,389.235125
1.238095,11,389.265045
1.285714,13,389.302827
1.238095,11,389.336062
1.071429,4,389.349027
1.071429,4,389.36299
1.095238,5,389.378947
1.071429,4,389.391911
1.095238,5,389.40765
1.071429,4,389.420529
1.261905,12,389.604284
1.238095,11,389.635228
1.071429,4,389.647198
1.238095,11,389.677118
1.166667,8,389.701054
1.166667,8,389.725289
1.071429,4,389.739254
1.119048,6,389.75721
1.142857,7,389.777249
1.142857,7,389.798084
1.166667,8,389.822917
1.142857,7,389.843865
1.190476,9,389.868472
1.071429,4,389.881948
1.190476,9,389.907512
1.071429,4,389.91958
1.261905,12,389.954955
1.071429,4,389.967432
1.119048,6,389.985237
1.119048,6,390.003679
1.166667,8,390.027256
1.095238,5,390.044217
1.166667,8,390.067158
1.095238,5,390.084116
1.214286,10,390.112044
1.071429,4,390.130996
1.285714,13,390.172023
1.071429,4,390.185418
1.190476,9,390.212208
1.071429,4,390.225065
1.119048,6,390.242905
1.071429,4,390.256657
-0.857143,7,390.277575
1.190476,9,390.30328
1.119048,6,390.321986
1.261905,12,390.3578
1.119048,6,390.376151
1.142857,7,390.54404
1.119048,6,390.562989
1.166667,8,390.587926
1.071429,4,390.600892
1.095238,5,390.617778
1.119048,6,390.63725
1.095238,5,390.654208
1.166667,8,390.676614
1.214286,10,390.706011
1.095238,5,390.721969
1.071429,4,390.734937
1.095238,5,390.751891
1.095238,5,390.767848
-0.761905,11,390.80077
1.142857,7,390.821296
1.095238,5,390.836257
1.190476,9,390.861812
1.071429,4,390.875284
1.119048,6,390.893243
1.071429,4,390.906126
1.142857,7,390.927069
1.071429,4,390.940833
-9.690476,14,390.979032
1.071429,4,390.99179
1.238095,11,391.02311
1.071429,4,391.036075
1.071429,4,391.049041
-0.785714,10,391.078961
1.238095,11,391.109546
1.071429,4,391.122299
1.095238,5,391.137262
-0.738095,12,391.171309
1.071429,4,391.184271
1.071429,4,391.198234
1.119048,6,391.21619
1.071429,4,391.229127
1.190476,9,391.253394
1.071429,4,391.266363
1.071429,4,391.279334
1.238095,11,391.473504
1.190476,9,391.502975
1.190476,9,391.529911
1.095238,5,391.547004
1.071429,4,391.561327
1.190476,9,391.589791
1.071429,4,391.60405
1.095238,5,391.621004
1.071429,4,391.634967
1.166667,8,391.6599
1.071429,4,391.672829
1.190476,9,391.699511
1.095238,5,391.714995
-0.857143,7,391.736569
1.095238,5,391.752346
1.190476,9,391.778299
1.190476,9,391.804238
-0.785714,10,391.832664
1.095238,5,391.848748
1.071429,4,391.862343
1.095238,5,391.878303
1.095238,5,391.894116
1.142857,7,391.91506
1.238095,11,391.94498
1.261905,12,391.978305
1.190476,9,392.005241
1.095238,5,392.022055
1.071429,4,392.03502
1.190476,9,392.060954
1.071429,4,392.074917
1.071429,4,392.087758
1.261905,12,392.121998
1.071429,4,392.134959
1.095238,5,392.150917
1.214286,10,392.178842
1.071429,4,392.193252
1.095238,5,392.208209
1.190476,9,392.234298
1.166667,8,392.409793
1.071429,4,392.422762
-0.857143,7,392.447224
1.166667,8,392.471162
1.238095,11,392.50371
1.119048,6,392.522335
1.071429,4,392.535303
1.190476,9,392.564227
1.071429,4,392.577275
1.071429,4,392.590209
1.095238,5,392.606041
1.071429,4,392.618932
1.095238,5,392.634795
1.238095,11,392.665493
1.095238,5,392.681375
1.071429,4,392.695255
1.095238,5,392.711031
1.119048,6,392.729877
1.071429,4,392.743552
-0.833333,8,392.768811
1.142857,7,392.789759
1.214286,10,392.81925
1.142857,7,392.841191
-0.761905,11,392.8751
1.095238,5,392.891058
-0.833333,8,392.91507
1.095238,5,392.93003
1.190476,9,392.957021
1.214286,10,392.986777
1.071429,4,392.999803
1.095238,5,393.016232
1.095238,5,393.03219
1.261905,12,393.066099
1.071429,4,393.079064
1.071429,4,393.092032
1.071429,4,393.104
1.095238,5,393.12148
1.142857,7,393.141423
1.071429,4,393.155383
1.071429,4,393.170048
1.119048,6,393.189
1.071429,4,393.348591
-0.857143,7,393.367898
-0.880952,6,393.387444
1.071429,4,393.402687
1.095238,5,393.419082
1.071429,4,393.432048
1.119048,6,393.449999
1.071429,4,393.462964
1.190476,9,393.488898
1.095238,5,393.503861
1.071429,4,393.518018
1.238095,11,393.549597
1.095238,5,393.566556
1.190476,9,393.593306
1.119048,6,393.614251
1.071429,4,393.628213
1.214286,10,393.657169
1.071429,4,393.669909
1.166667,8,393.693897
1.095238,5,393.710826
1.095238,5,393.72579
1.071429,4,393.738269
1.095238,5,393.754251
1.214286,10,393.781258
1.214286,10,393.811317
1.119048,6,393.830266
1.214286,10,393.860313
1.142857,7,393.881283
1.071429,4,393.89344
-0.880952,6,393.912066
1.214286,10,393.94284
1.071429,4,393.956596
1.261905,12,393.990201
1.071429,4,394.003168
1.095238,5,394.018671
1.166667,8,394.044168
1.166667,8,394.068104
1.071429,4,394.081069
1.142857,7,394.102013
1.071429,4,394.115049
-0.857143,7,686.170931
1.238095,11,686.20484
1.285714,13,686.245305
1.190476,9,686.271744
-9.738095,12,686.311079
-0.785714,10,686.344024
-9.761905,11,686.378383
1.142857,7,686.400325
-0.880952,6,686.42247
-0.642857,16,686.474686
1.285714,13,686.515002
1.238095,11,686.555749
1.238095,11,686.591164
-0.809524,9,686.621086
-9.738095,12,686.657005
1.214286,10,686.688286
-9.714286,13,686.729177
-0.904762,5,686.747128
-0.642857,16,686.799299
1.071429,4,686.815256
1.142857,7,686.837947
1.214286,10,686.871258
-0.738095,12,686.910563
-0.904762,5,686.929067
1.166667,8,686.957989
-0.809524,9,686.988109
1.285714,13,687.028003
-0.880952,6,687.049204
1.166667,8,687.077099
1.214286,10,687.108077
-0.738095,12,687.148065
1.095238,5,687.165254
-9.785714,10,687.20027
1.261905,12,687.239045
-9.619048,17,687.292383
-9.690476,14,687.336042
1.238095,11,687.370799
1.190476,9,687.399831
-0.714286,13,687.444004
-0.904762,5,687.46511
-0.738095,12,687.504
1.238095,11,687.539094
-9.761905,11,687.577983
1.214286,10,687.611722
-0.809524,9,687.644336
-9.809524,9,687.679311
1.309524,14,687.73637
-0.880952,6,687.757842
-9.666667,15,687.807763
1.119048,6,687.828797
-9.666667,15,687.878483
1.357143,16,687.933285
1.190476,9,687.960216
-9.690476,14,688.004425
-9.714286,13,688.044836
-9.738095,12,688.080378
-9.714286,13,688.121508
1.142857,7,688.144494
-9.642857,16,688.194239
1.238095,11,688.230761
1.214286,10,688.264485
-9.690476,14,688.308044
1.380952,17,688.363059
-0.761905,11,688.39899
1.095238,5,688.416943
1.214286,10,688.44985
-0.833333,8,688.478155
1.357143,16,688.529492
1.071429,4,688.545147
-0.761905,11,688.581051
1.142857,7,688.604082
-9.738095,12,688.646279
1.333333,15,688.705115
-9.809524,9,688.734064
-0.833333,8,688.764981
1.309524,14,688.814227
-9.666667,15,688.870645
1.142857,7,688.895914
-0.809524,9,688.929883
-0.809524,9,688.964408
1.214286,10,688.998952
-0.690476,14,689.045105
1.238095,11,689.080045
1.190476,9,689.108967
1.238095,11,689.144467
1.142857,7,689.167421
-0.666667,15,689.217197
1.142857,7,689.242758
-9.714286,13,689.282932
-0.880952,6,689.302972
1.166667,8,689.330103
1.142857,7,689.35455
1.261905,12,689.394835
-0.833333,8,689.419771
1.238095,11,689.456988
1.190476,9,689.484157
-9.642857,16,689.534027
-0.761905,11,689.571575
-9.738095,12,689.608232
-0.761905,11,689.644285
1.119048,6,689.666177
-9.738095,12,689.703068
-0.809524,9,689.735064
1.190476,9,689.76699
1.142857,7,689.789927
-9.738095,12,689.829461
-0.738095,12,689.872455
-0.785714,10,689.907827
1.214286,10,689.943033
1.214286,10,689.97798
-0.809524,9,690.013054
1.238095,11,690.04997
-0.809524,9,690.082029
1.404762,18,690.141112
1.095238,5,690.160058
1.380952,17,690.21634
-9.738095,12,690.254067
-9.714286,13,690.295955
-0.833333,8,690.323516
1.166667,8,690.351182
1.285714,13,690.393996
-0.595238,18,690.4551
-9.833333,8,690.481352
-0.714286,13,690.524091
-0.785714,10,690.558986
-0.666667,15,690.608357
-9.761905,11,690.643291
-0.833333,8,690.671216
1.190476,9,690.70337
-0.785714,10,690.738882
1.214286,10,690.773926
-9.619048,17,690.828954
1.238095,11,690.865202
-0.809524,9,690.897827
-0.738095,12,690.94144
-9.785714,10,690.974348
1.166667,8,691.000069
1.238095,11,691.044512
-9.666667,15,691.107606
-9.619048,17,691.180204
-9.666667,15,691.231819
1.238095,11,691.270491
-0.738095,12,691.314288
-0.809524,9,691.345831
1.261905,12,691.387661
-9.690476,14,691.430223
-9.714286,13,691.470322
-0.809524,9,691.501841
1.119048,6,691.521863
-0.642857,16,691.575492
-9.619048,17,691.62867
-0.714286,13,691.671563
1.357143,16,691.725154
-9.666667,15,691.774807
1.380952,17,691.83224
-0.809524,9,691.864161
-9.738095,12,691.902103
-0.833333,8,691.931035
-9.738095,12,691.968871
-0.738095,12,692.009374
-0.761905,11,692.050189
1.214286,10,692.084779
-0.785714,10,692.119974
-9.761905,11,692.155229
-0.738095,12,692.196255
-9.761905,11,692.231819
1.071429,4,692.248025
-0.690476,14,692.300039
-9.690476,14,692.345722
-9.880952,6,692.364193
-0.857143,7,692.387131
-9.738095,12,692.427379
-0.809524,9,692.460788
1.119048,6,692.482778
1.142857,7,692.507636
-0.714286,13,692.556185
-0.666667,15,692.610211
-0.833333,8,692.636615
1.261905,12,692.677972
1.261905,12,692.717022
-0.904762,5,692.736934
-9.714286,13,692.779249
1.166667,8,692.80518
-9.809524,9,692.835073
1.190476,9,692.866116
-0.714286,13,692.90904
-9.761905,11,692.943516
1.190476,9,692.973462
1.095238,5,692.992184
1.238095,11,693.027095
-0.761905,11,693.064233
1.285714,13,693.108433
-9.666667,15,693.158065
-0.833333,8,693.187984
1.238095,11,693.225084
-0.690476,14,693.269964
1.333333,15,693.317435
-0.785714,10,693.350866
1.214286,10,693.39507
1.238095,11,693.434945
1.166667,8,693.48208
1.119048,6,693.503023
1.190476,9,693.535313
-9.761905,11,693.572726
-9.738095,12,693.617917
1.119048,6,693.63986
1.142857,7,693.663945
-9.690476,14,693.710862
-9.690476,14,693.757516
1.238095,11,693.794044
-0.714286,13,693.839214
1.166667,8,693.8658
1.142857,7,693.889756
1.261905,12,693.927755
-0.833333,8,693.957672
1.071429,4,693.970666
1.142857,7,693.99496
-0.857143,7,694.019375
-9.833333,8,694.04577
1.214286,10,694.079415
1.166667,8,694.104906
1.261905,12,694.148122
-9.595238,18,694.206717
1.142857,7,694.234237
-0.761905,11,694.272136
1.380952,17,694.327985
-9.642857,16,694.379971
1.214286,10,694.412938
-0.880952,6,694.436598
1.238095,11,694.473051
1.261905,12,694.511948
-0.761905,11,694.555844
-0.809524,9,694.587683
-9.690476,14,694.644532
-0.809524,9,694.67593
1.214286,10,694.70787
1.190476,9,694.738814
-0.738095,12,694.777241
-0.714286,13,694.822133
-0.761905,11,694.860343
1.190476,9,694.892855
-0.809524,9,694.924344
-9.809524,9,694.952234
-9.642857,16,695.004931
1.166667,8,695.030117
-0.904762,5,695.049086
1.166667,8,695.077765
-0.880952,6,695.098148
1.238095,11,695.134052
1.285714,13,695.176276
1.095238,5,695.194731
-0.714286,13,695.236708
-9.738095,12,695.275985
1.214286,10,695.308932
1.095238,5,695.325886
1.238095,11,695.365439
-0.761905,11,695.402739
-0.785714,10,695.436974
1.142857,7,695.462001
-9.761905,11,695.496286
-9.761905,11,695.531215
1.238095,11,695.566037
1.309524,14,695.611915
1.285714,13,695.65346
-9.642857,16,695.70282
-9.714286,13,695.780104
-0.833333,8,695.809027
1.238095,11,695.845659
1.190476,9,695.874986
1.166667,8,695.901914
1.214286,10,695.935954
-9.738095,12,695.971805
1.261905,12,696.011997
-0.833333,8,696.041049
1.214286,10,696.076226
1.261905,12,696.117043
1.095238,5,696.135545
