#{"t_start": 1632727181.1967397, "env_id": null}
r,l,t 
-0.809524,9,990.916291
1.190476,9,990.946146
-0.833333,8,990.976203
1.166667,8,991.001194
1.166667,8,991.02914
1.238095,11,991.065826
-9.666667,15,991.115334
-0.785714,10,991.149272
1.095238,5,991.166003
-0.785714,10,991.200102
1.119048,6,991.220219
-0.785714,10,991.256112
-0.857143,7,991.285043
-9.619048,17,991.340872
1.309524,14,991.387219
-0.880952,6,991.409165
1.309524,14,991.457012
1.214286,10,991.492944
1.142857,7,991.517924
1.214286,10,991.557513
1.285714,13,991.602558
1.214286,10,991.635549
1.238095,11,991.671477
1.142857,7,991.698438
1.142857,7,991.721565
-0.785714,10,991.756154
1.119048,6,991.778164
1.261905,12,991.818189
-0.857143,7,991.842319
-0.738095,12,991.881298
1.261905,12,991.921215
-0.761905,11,991.95719
1.142857,7,991.980251
-0.690476,14,992.027162
1.214286,10,992.06116
1.190476,9,992.091094
-0.857143,7,992.114175
1.095238,5,992.132207
1.285714,13,992.17426
1.190476,9,992.205224
1.119048,6,992.225387
-0.809524,9,992.256675
1.166667,8,992.283178
1.261905,12,992.324095
1.071429,4,992.340056
1.095238,5,992.358019
1.119048,6,992.378925
1.285714,13,992.419726
-0.880952,6,992.44373
-9.761905,11,992.477554
1.119048,6,992.49755
-0.880952,6,992.518525
1.238095,11,992.555308
1.166667,8,992.583313
1.142857,7,992.607431
1.142857,7,992.631381
1.190476,9,992.662336
1.261905,12,992.70116
1.285714,13,992.746903
1.095238,5,992.765667
1.119048,6,992.78768
-0.690476,14,992.833175
1.214286,10,992.867105
1.166667,8,992.89191
1.238095,11,992.928782
1.261905,12,992.97031
1.333333,15,993.018268
-0.809524,9,993.049012
1.238095,11,993.086436
1.190476,9,993.115439
1.190476,9,993.144386
-0.857143,7,993.1704
1.309524,14,993.214385
1.238095,11,993.250371
-0.785714,10,993.28428
1.285714,13,993.324328
1.095238,5,993.342227
-0.666667,15,993.391217
-0.809524,9,993.423178
1.214286,10,993.455251
-0.857143,7,993.481028
-0.714286,13,993.52356
1.214286,10,993.556327
1.214286,10,993.588272
1.190476,9,993.617359
-0.738095,12,993.656849
1.142857,7,993.682812
-0.761905,11,993.718652
1.214286,10,993.752506
1.214286,10,993.784279
1.333333,15,993.835088
1.261905,12,993.873964
1.285714,13,993.923225
1.333333,15,993.973173
-0.690476,14,994.020154
1.166667,8,994.04611
-0.857143,7,994.072873
1.261905,12,994.110765
1.166667,8,994.139663
1.238095,11,994.176388
1.214286,10,994.209491
-0.809524,9,994.241026
1.214286,10,994.274816
-0.738095,12,994.315861
-0.738095,12,994.360646
-0.904762,5,994.379671
-0.690476,14,994.424639
1.214286,10,994.459661
1.333333,15,994.506993
-0.833333,8,994.535869
1.333333,15,994.582995
1.214286,10,994.614883
-0.809524,9,994.645658
1.142857,7,994.669668
-0.857143,7,994.695252
1.309524,14,994.739264
1.309524,14,994.78433
1.309524,14,994.828852
1.238095,11,994.864413
1.166667,8,994.892448
1.238095,11,994.926321
1.261905,12,994.966265
1.119048,6,994.989546
1.166667,8,995.015345
-0.833333,8,995.046673
1.095238,5,995.064517
-0.761905,11,995.102553
1.190476,9,995.13239
1.285714,13,995.173545
1.309524,14,995.221422
1.190476,9,995.252419
1.190476,9,995.282475
1.261905,12,995.319398
1.261905,12,995.359292
1.166667,8,995.385246
1.142857,7,995.410311
-0.761905,11,995.445191
-0.833333,8,995.471365
-0.833333,8,995.499665
1.214286,10,995.533389
1.071429,4,995.548353
1.238095,11,995.584727
1.095238,5,995.603192
1.238095,11,995.640163
1.238095,11,995.676137
-0.833333,8,995.704089
-0.809524,9,995.735007
-0.785714,10,995.768505
1.142857,7,995.791317
1.142857,7,995.816321
1.238095,11,995.852174
1.095238,5,995.870125
1.095238,5,995.887208
1.071429,4,995.901364
-0.785714,10,995.934327
1.309524,14,995.978531
1.261905,12,996.018422
1.142857,7,996.042444
1.214286,10,996.075885
-9.714286,13,996.117865
1.261905,12,996.157495
1.309524,14,996.206535
-0.761905,11,996.24355
-0.809524,9,996.27627
1.166667,8,996.305272
1.190476,9,996.333384
-0.857143,7,996.359261
-0.833333,8,996.385308
-0.785714,10,996.420288
1.214286,10,996.454169
-0.880952,6,996.477129
1.142857,7,996.500583
1.261905,12,996.537612
1.095238,5,996.554674
1.166667,8,996.581645
1.119048,6,996.602262
1.142857,7,996.627243
1.380952,17,996.679315
1.190476,9,996.709341
1.166667,8,996.733198
1.071429,4,996.74842
1.166667,8,996.775379
1.190476,9,996.806425
1.166667,8,996.831705
1.119048,6,996.852683
1.214286,10,996.885914
1.261905,12,996.927046
1.119048,6,996.947705
-0.571429,19,997.010196
1.166667,8,997.036207
-0.833333,8,997.066218
-0.809524,9,997.102557
1.190476,9,997.134519
1.190476,9,997.164271
1.142857,7,997.188892
-0.785714,10,997.225267
-0.714286,13,997.269674
-0.809524,9,997.301238
-0.690476,14,997.354485
-0.738095,12,997.395903
1.166667,8,997.424931
1.285714,13,997.470812
1.119048,6,997.491782
1.214286,10,997.5249
1.166667,8,997.55283
1.261905,12,997.594732
1.261905,12,997.632523
-0.690476,14,997.680472
1.119048,6,997.701151
1.238095,11,997.736183
1.261905,12,997.778158
1.261905,12,997.818201
1.119048,6,997.838205
1.214286,10,997.871178
1.261905,12,997.912582
1.190476,9,997.943382
-9.738095,12,997.981537
-0.833333,8,998.011793
1.261905,12,998.050656
1.404762,18,998.109663
1.119048,6,998.129929
1.238095,11,998.164814
-0.857143,7,998.188761
1.142857,7,998.214518
1.190476,9,998.246517
1.285714,13,998.288209
1.261905,12,998.331141
-0.928571,4,998.345183
1.261905,12,998.384852
1.214286,10,998.419917
1.190476,9,998.45281
-0.809524,9,998.488486
1.285714,13,998.54333
1.238095,11,998.579515
-0.785714,10,998.615208
-0.785714,10,998.649912
1.309524,14,998.695673
-0.785714,10,998.729535
1.190476,9,998.760495
-0.761905,11,998.798451
1.238095,11,998.833054
1.261905,12,998.873163
1.095238,5,998.88912
1.190476,9,998.917204
-0.809524,9,998.948257
1.142857,7,998.97427
1.214286,10,999.007257
1.214286,10,999.039089
1.095238,5,999.057001
-0.928571,4,999.069988
1.261905,12,999.110781
-0.928571,4,999.127703
-9.619048,17,999.17992
1.285714,13,999.222158
1.261905,12,999.263774
1.190476,9,999.296313
1.166667,8,999.324486
1.238095,11,999.371664
1.214286,10,999.410774
1.214286,10,999.456349
1.095238,5,999.485369
1.119048,6,999.509857
1.238095,11,999.547539
1.095238,5,999.566498
-0.785714,10,999.616789
1.166667,8,999.650649
-0.761905,11,999.694182
1.333333,15,999.746261
1.095238,5,999.765265
1.238095,11,999.802895
-0.761905,11,999.838003
1.190476,9,999.869965
1.309524,14,999.916655
1.166667,8,999.941749
-0.666667,15,999.996547
1.238095,11,1000.040785
1.214286,10,1000.075722
1.214286,10,1000.109412
1.285714,13,1000.152522
-0.761905,11,1000.192541
-0.785714,10,1000.229521
1.261905,12,1000.276189
1.166667,8,1000.303771
-0.809524,9,1000.336761
1.166667,8,1000.365762
-0.785714,10,1000.400517
1.285714,13,1000.445925
1.190476,9,1000.477732
1.214286,10,1000.512534
-0.809524,9,1000.54579
1.238095,11,1000.581906
-0.642857,16,1000.636685
-0.809524,9,1000.671463
1.261905,12,1000.715315
1.214286,10,1000.757229
1.285714,13,1000.802364
-9.690476,14,1000.850195
1.261905,12,1000.890222
1.190476,9,1000.920202
1.166667,8,1000.950115
-0.833333,8,1000.976122
1.214286,10,1001.00914
1.285714,13,1001.055876
1.214286,10,1001.08953
1.285714,13,1001.132885
1.214286,10,1001.166946
1.166667,8,1001.192824
1.190476,9,1001.223375
1.261905,12,1001.261468
-0.880952,6,1001.284424
1.238095,11,1001.320515
-0.714286,13,1001.364453
-0.761905,11,1001.40579
-0.857143,7,1001.432487
-0.857143,7,1001.45847
1.238095,11,1001.500301
1.166667,8,1001.52949
1.142857,7,1001.55604
1.166667,8,1001.583907
1.095238,5,1001.60287
-0.809524,9,1001.636257
1.142857,7,1001.660225
-0.761905,11,1001.699142
1.166667,8,1001.72497
-0.904762,5,1001.744986
1.261905,12,1001.787712
1.309524,14,1001.831202
1.142857,7,1001.857036
-0.785714,10,1001.89985
-0.833333,8,1001.928518
-9.738095,12,1001.989407
1.285714,13,1002.030899
1.238095,11,1002.071471
-9.738095,12,1002.112545
1.142857,7,1002.140329
-0.785714,10,1002.183801
1.095238,5,1002.202755
1.166667,8,1002.232759
1.333333,15,1002.282759
1.285714,13,1002.329167
1.214286,10,1002.364987
1.238095,11,1002.402215
1.333333,15,1002.454699
-0.857143,7,1002.479668
1.095238,5,1002.498848
1.214286,10,1002.533315
-0.880952,6,1002.556881
1.261905,12,1002.600867
1.238095,11,1002.637305
1.166667,8,1002.665263
1.309524,14,1002.712207
1.309524,14,1002.760139
-9.833333,8,1002.786949
1.095238,5,1002.805873
1.166667,8,1002.832808
1.238095,11,1002.873646
1.166667,8,1002.898536
1.190476,9,1002.929403
-0.833333,8,1002.958517
1.214286,10,1002.992284
1.119048,6,1003.013212
-0.833333,8,1003.041257
-0.904762,5,1003.061363
1.095238,5,1003.083668
1.238095,11,1003.131899
1.166667,8,1003.159791
1.166667,8,1003.188852
-0.857143,7,1003.21453
-0.833333,8,1003.246365
1.119048,6,1003.268315
1.190476,9,1003.299509
-0.809524,9,1003.333578
1.357143,16,1003.38696
-0.809524,9,1003.418779
1.261905,12,1003.456769
1.261905,12,1003.494571
1.166667,8,1003.524011
1.214286,10,1003.556218
1.285714,13,1003.599236
-0.928571,4,1003.613889
1.261905,12,1003.653781
1.166667,8,1003.678687
1.214286,10,1003.712918
1.285714,13,1003.756809
1.214286,10,1003.791741
1.095238,5,1003.809681
-0.785714,10,1003.845173
1.119048,6,1003.866148
-0.785714,10,1003.900137
1.142857,7,1003.926522
1.119048,6,1003.948517
1.119048,6,1003.968657
1.285714,13,1004.013263
-0.809524,9,1004.042318
1.261905,12,1004.081134
1.238095,11,1004.117251
-0.785714,10,1004.151106
1.071429,4,1004.165124
1.142857,7,1004.187142
1.119048,6,1004.208672
1.285714,13,1004.267462
1.238095,11,1004.308516
1.190476,9,1004.341171
1.309524,14,1004.391278
-9.809524,9,1004.419922
-0.666667,15,1004.468791
-0.833333,8,1004.496788
-0.738095,12,1004.538768
1.214286,10,1004.571739
-0.761905,11,1004.607634
1.166667,8,1004.632534
-0.738095,12,1004.67284
1.190476,9,1004.702672
1.166667,8,1004.728517
1.095238,5,1004.746497
1.119048,6,1004.766472
1.261905,12,1004.807441
-0.857143,7,1004.830398
1.142857,7,1004.855469
1.095238,5,1004.873399
-0.928571,4,1004.887359
1.214286,10,1004.92286
1.238095,11,1004.960756
-0.857143,7,1004.986654
1.285714,13,1005.03033
1.190476,9,1005.058298
1.285714,13,1005.101103
-0.880952,6,1005.123103
-0.857143,7,1005.149111
1.238095,11,1005.183871
1.309524,14,1005.23367
1.190476,9,1005.263668
1.119048,6,1005.286635
1.357143,16,1005.341184
-0.761905,11,1005.389404
-0.904762,5,1005.411067
-0.809524,9,1005.446952
-0.857143,7,1005.473203
-9.857143,7,1005.497667
-0.761905,11,1005.53665
1.380952,17,1005.590401
1.190476,9,1005.624145
-0.809524,9,1005.656086
1.166667,8,1005.696965
1.333333,15,1005.745521
1.214286,10,1005.777533
-0.809524,9,1005.8085
-9.714286,13,1005.852266
1.190476,9,1005.884256
1.119048,6,1005.904256
-0.714286,13,1005.944736
1.238095,11,1005.984656
1.309524,14,1006.027624
1.214286,10,1006.059677
-0.714286,13,1006.10365
-9.714286,13,1006.147213
-9.595238,18,1006.201077
1.166667,8,1006.227163
-9.666667,15,1006.275254
-0.809524,9,1006.307193
1.119048,6,1006.327145
1.166667,8,1006.353234
1.285714,13,1006.39719
1.071429,4,1006.411181
-9.714286,13,1006.451151
-0.904762,5,1006.46992
-0.714286,13,1006.513793
1.166667,8,1006.542684
-0.857143,7,1006.568166
1.285714,13,1006.623885
1.119048,6,1006.644991
-9.690476,14,1006.689844
1.166667,8,1006.715909
1.333333,15,1006.765633
1.142857,7,1006.789507
-9.785714,10,1006.821735
1.190476,9,1006.849808
1.214286,10,1006.883673
-0.833333,8,1006.91267
1.095238,5,1006.930622
1.166667,8,1006.958511
1.190476,9,1006.986595
1.166667,8,1007.013499
1.309524,14,1007.058349
1.190476,9,1007.089376
1.285714,13,1007.133368
-0.785714,10,1007.169296
1.214286,10,1007.203266
1.190476,9,1007.233226
1.261905,12,1007.2722
1.142857,7,1007.298184
1.261905,12,1007.336139
1.190476,9,1007.367137
1.119048,6,1007.38714
-0.714286,13,1007.430429
1.214286,10,1007.46441
1.095238,5,1007.481368
1.119048,6,1007.500427
1.214286,10,1007.53301
1.190476,9,1007.562916
1.071429,4,1007.577876
1.214286,10,1007.610868
-0.738095,12,1007.649241
-0.761905,11,1007.68679
1.333333,15,1007.746515
-0.785714,10,1007.782372
1.119048,6,1007.80336
-0.761905,11,1007.843471
1.214286,10,1007.875517
-0.761905,11,1007.911515
1.285714,13,1007.953063
1.166667,8,1007.981053
1.190476,9,1008.01089
1.142857,7,1008.03391
1.285714,13,1008.077859
1.190476,9,1008.107768
-0.785714,10,1008.141649
-0.809524,9,1008.171659
1.285714,13,1008.215507
-0.690476,14,1008.260343
1.190476,9,1008.291126
1.095238,5,1008.309182
-0.785714,10,1008.343099
-9.833333,8,1008.367398
-0.690476,14,1008.413254
1.119048,6,1008.434333
1.214286,10,1008.468381
1.071429,4,1008.483828
-0.761905,11,1008.520748
-0.833333,8,1008.550503
1.190476,9,1008.580504
1.119048,6,1008.600639
1.285714,13,1008.644255
1.214286,10,1008.677239
-0.761905,11,1008.714326
1.142857,7,1008.737294
1.214286,10,1008.771395
-0.761905,11,1008.808187
1.214286,10,1008.841998
-0.785714,10,1008.885788
-0.833333,8,1008.933981
1.238095,11,1008.970506
1.285714,13,1009.014042
1.261905,12,1009.052997
-0.809524,9,1009.084923
-0.857143,7,1009.108819
1.095238,5,1009.126296
1.261905,12,1009.166326
1.095238,5,1009.184361
1.071429,4,1009.197331
1.214286,10,1009.230452
1.214286,10,1009.263945
1.142857,7,1009.288798
1.190476,9,1009.318882
-0.904762,5,1009.338685
1.214286,10,1009.372646
-0.809524,9,1009.400675
1.071429,4,1009.415525
1.142857,7,1009.441509
-0.785714,10,1009.475527
1.166667,8,1009.501722
-0.761905,11,1009.537738
-0.880952,6,1009.561674
1.238095,11,1009.595627
1.190476,9,1009.626516
1.238095,11,1009.662494
1.214286,10,1009.693506
-0.809524,9,1009.724438
1.071429,4,1009.737429
-0.857143,7,1009.76443
1.214286,10,1009.797265
-9.690476,14,1009.84215
-9.714286,13,1009.882998
1.214286,10,1009.913164
1.285714,13,1009.955052
-0.833333,8,1009.981511
1.261905,12,1010.032561
1.119048,6,1010.053838
-0.809524,9,1010.086757
1.142857,7,1010.109733
1.190476,9,1010.138517
1.261905,12,1010.177497
-0.833333,8,1010.205498
1.214286,10,1010.2395
1.166667,8,1010.26655
1.119048,6,1010.287651
1.095238,5,1010.304959
1.214286,10,1010.339031
1.214286,10,1010.371738
-0.642857,16,1010.425462
-0.785714,10,1010.461448
1.095238,5,1010.478454
1.119048,6,1010.497466
-0.738095,12,1010.539803
-0.857143,7,1010.564276
1.214286,10,1010.598258
1.309524,14,1010.644275
1.166667,8,1010.669265
1.071429,4,1010.685354
1.166667,8,1010.713194
1.190476,9,1010.743143
1.214286,10,1010.77615
1.214286,10,1010.809177
1.190476,9,1010.837246
1.071429,4,1010.853203
-0.738095,12,1010.896188
1.214286,10,1010.931185
1.261905,12,1010.971142
-0.785714,10,1011.006186
1.119048,6,1011.028232
1.166667,8,1011.056516
1.214286,10,1011.090388
1.214286,10,1011.124464
1.142857,7,1011.167455
1.214286,10,1011.221123
1.238095,11,1011.257343
1.285714,13,1011.301306
1.142857,7,1011.325352
-0.880952,6,1011.348779
-0.880952,6,1011.369682
1.119048,6,1011.390614
1.190476,9,1011.421666
1.119048,6,1011.442652
1.214286,10,1011.477645
1.166667,8,1011.505649
1.261905,12,1011.543137
1.333333,15,1011.591864
1.166667,8,1011.619804
-0.809524,9,1011.648177
-0.809524,9,1011.679124
-0.857143,7,1011.706074
1.190476,9,1011.733464
1.214286,10,1011.766519
1.238095,11,1011.804651
1.119048,6,1011.82466
1.142857,7,1011.847604
-0.761905,11,1011.883631
-0.904762,5,1011.90289
1.261905,12,1011.944786
1.119048,6,1011.966742
1.214286,10,1012.000278
1.214286,10,1012.034137
1.166667,8,1012.063245
1.261905,12,1012.103148
1.238095,11,1012.139127
1.261905,12,1012.179966
1.214286,10,1012.214845
1.166667,8,1012.243358
1.238095,11,1012.279335
-0.714286,13,1012.330811
1.166667,8,1012.360807
1.238095,11,1012.39766
1.166667,8,1012.42463
1.142857,7,1012.450444
1.214286,10,1012.484511
1.190476,9,1012.515498
-0.761905,11,1012.552838
1.285714,13,1012.596019
1.309524,14,1012.641938
-0.857143,7,1012.669841
1.119048,6,1012.689793
-0.833333,8,1012.717688
1.095238,5,1012.735058
1.238095,11,1012.774242
1.309524,14,1012.818098
1.285714,13,1012.86106
1.190476,9,1012.893094
1.119048,6,1012.913055
-9.666667,15,1012.959743
1.214286,10,1012.992408
1.142857,7,1013.01421
1.142857,7,1013.040206
1.285714,13,1013.082779
1.166667,8,1013.110024
-0.904762,5,1013.127922
1.190476,9,1013.158847
1.214286,10,1013.192744
1.357143,16,1013.245189
1.190476,9,1013.276196
1.214286,10,1013.308232
1.214286,10,1013.342529
-0.785714,10,1013.377343
1.261905,12,1013.418511
1.190476,9,1013.453247
1.166667,8,1013.482129
1.119048,6,1013.513245
1.142857,7,1013.537287
-0.785714,10,1013.571494
-0.880952,6,1013.593664
1.119048,6,1013.617275
-0.857143,7,1013.640277
1.166667,8,1013.669445
1.142857,7,1013.693544
1.095238,5,1013.711638
1.214286,10,1013.745322
-0.690476,14,1013.790329
1.261905,12,1013.828123
1.214286,10,1013.860235
1.214286,10,1013.894023
1.166667,8,1013.922936
1.142857,7,1013.94588
1.190476,9,1013.976265
1.142857,7,1013.998335
1.214286,10,1014.034665
1.214286,10,1014.06715
1.119048,6,1014.089118
1.214286,10,1014.122002
1.071429,4,1014.134935
1.166667,8,1014.161611
1.166667,8,1014.19024
1.190476,9,1014.218237
-0.857143,7,1014.244077
-0.833333,8,1014.272175
1.142857,7,1014.297881
1.214286,10,1014.331618
1.166667,8,1014.357625
1.238095,11,1014.394484
1.214286,10,1014.428041
1.095238,5,1014.446025
1.333333,15,1014.493523
1.214286,10,1014.526075
1.166667,8,1014.550986
1.261905,12,1014.594438
-0.809524,9,1014.627388
1.190476,9,1014.659273
1.166667,8,1014.68851
1.190476,9,1014.719098
1.214286,10,1014.752251
1.071429,4,1014.766339
1.261905,12,1014.806371
1.071429,4,1014.821281
1.166667,8,1014.848145
-0.809524,9,1014.881113
1.119048,6,1014.902089
1.119048,6,1014.923078
1.166667,8,1014.950992
-0.833333,8,1014.979943
1.095238,5,1014.998848
-0.785714,10,1015.032219
1.214286,10,1015.066149
1.214286,10,1015.099469
1.190476,9,1015.126573
1.214286,10,1015.160275
-0.785714,10,1015.194101
1.261905,12,1015.234962
1.261905,12,1015.274912
-0.880952,6,1015.296856
1.071429,4,1015.313401
1.261905,12,1015.356264
1.214286,10,1015.388204
1.214286,10,1015.420925
-0.904762,5,1015.440552
-0.833333,8,1015.465964
-0.880952,6,1015.486913
-0.761905,11,1015.526858
1.238095,11,1015.563253
-0.714286,13,1015.605236
1.095238,5,1015.62424
1.214286,10,1015.656918
-0.857143,7,1015.682683
1.095238,5,1015.700631
1.142857,7,1015.726091
1.214286,10,1015.762882
1.142857,7,1015.792074
1.238095,11,1015.833872
1.214286,10,1015.86776
-0.785714,10,1015.902766
1.142857,7,1015.927788
-9.833333,8,1015.954677
1.190476,9,1015.984288
1.190476,9,1016.012624
-9.738095,12,1016.052078
1.166667,8,1016.076991
1.190476,9,1016.10688
-0.809524,9,1016.139743
-0.833333,8,1016.169636
1.119048,6,1016.190629
-0.785714,10,1016.226613
1.166667,8,1016.252499
-0.809524,9,1016.283375
1.095238,5,1016.303007
-0.857143,7,1016.32996
1.214286,10,1016.364311
1.142857,7,1016.385771
-0.880952,6,1016.408384
-0.857143,7,1016.434502
1.214286,10,1016.468385
1.142857,7,1016.491312
1.309524,14,1016.538438
1.261905,12,1016.577292
1.238095,11,1016.614356
1.190476,9,1016.645262
-0.809524,9,1016.675285
1.238095,11,1016.711026
1.214286,10,1016.743136
1.166667,8,1016.771089
1.119048,6,1016.791135
1.142857,7,1016.814754
1.119048,6,1016.83669
1.238095,11,1016.881689
1.214286,10,1016.915852
-0.928571,4,1016.932827
-0.833333,8,1016.961068
-0.857143,7,1016.986979
1.119048,6,1017.007929
-0.761905,11,1017.045341
1.166667,8,1017.074493
1.190476,9,1017.101186
-0.928571,4,1017.118166
1.238095,11,1017.155072
1.285714,13,1017.203129
1.119048,6,1017.223157
1.190476,9,1017.254208
-0.785714,10,1017.289899
1.119048,6,1017.310802
1.238095,11,1017.346676
1.214286,10,1017.380697
1.071429,4,1017.395676
1.166667,8,1017.423644
1.190476,9,1017.453504
1.238095,11,1017.488792
1.261905,12,1017.525919
1.190476,9,1017.555742
1.142857,7,1017.578605
-0.761905,11,1017.618528
1.095238,5,1017.637325
1.285714,13,1017.679307
1.142857,7,1017.70476
1.309524,14,1017.747768
1.238095,11,1017.78551
1.142857,7,1017.808492
1.190476,9,1017.838821
1.214286,10,1017.871601
1.357143,16,1017.923474
1.142857,7,1017.946509
1.214286,10,1017.980435
1.071429,4,1017.995423
1.238095,11,1018.04224
1.285714,13,1018.094069
1.166667,8,1018.123134
1.166667,8,1018.148995
1.071429,4,1018.163985
-0.785714,10,1018.199112
1.214286,10,1018.233027
-0.880952,6,1018.253932
-0.833333,8,1018.282861
1.119048,6,1018.302778
1.285714,13,1018.347375
1.214286,10,1018.380471
1.142857,7,1018.403967
1.214286,10,1018.436725
1.238095,11,1018.471613
1.285714,13,1018.515259
1.238095,11,1018.550847
-0.904762,5,1018.570718
-0.761905,11,1018.606928
1.095238,5,1018.623841
1.095238,5,1018.642643
-0.809524,9,1018.673826
-0.761905,11,1018.710615
1.309524,14,1018.756118
-9.714286,13,1018.79785
1.238095,11,1018.832041
1.142857,7,1018.853968
1.142857,7,1018.881051
1.190476,9,1018.908117
1.238095,11,1018.945935
-0.833333,8,1018.972816
-0.809524,9,1019.0035
-0.880952,6,1019.025485
1.166667,8,1019.052482
-9.666667,15,1019.100916
1.261905,12,1019.137442
1.119048,6,1019.157816
1.095238,5,1019.183369
-0.928571,4,1019.201259
1.166667,8,1019.232502
1.142857,7,1019.26396
1.166667,8,1019.290797
-0.857143,7,1019.314474
-0.809524,9,1019.346847
-0.857143,7,1019.369622
1.238095,11,1019.40928
-0.857143,7,1019.434368
1.095238,5,1019.45339
-0.785714,10,1019.487329
1.214286,10,1019.519432
-9.642857,16,1019.568864
1.238095,11,1019.606146
1.261905,12,1019.646279
1.119048,6,1019.667232
1.285714,13,1019.71026
-0.809524,9,1019.738221
-0.880952,6,1019.763481
1.142857,7,1019.787501
-0.785714,10,1019.820106
-0.809524,9,1019.852366
1.214286,10,1019.886198
1.214286,10,1019.919898
1.190476,9,1019.950075
-0.833333,8,1019.977499
1.214286,10,1020.00994
1.309524,14,1020.056831
1.166667,8,1020.084729
1.214286,10,1020.119651
1.214286,10,1020.153014
1.285714,13,1020.192853
1.095238,5,1020.211809
1.261905,12,1020.251495
1.285714,13,1020.29423
-0.857143,7,1020.322342
1.238095,11,1020.361891
1.190476,9,1020.399796
1.190476,9,1020.428705
1.142857,7,1020.454069
1.142857,7,1020.476979
1.190476,9,1020.50892
-0.880952,6,1020.530615
1.190476,9,1020.560653
1.238095,11,1020.597796
1.214286,10,1020.631179
1.190476,9,1020.663151
1.119048,6,1020.683888
1.095238,5,1020.700842
-0.666667,15,1020.751795
1.214286,10,1020.784659
1.142857,7,1020.810322
1.190476,9,1020.837434
1.095238,5,1020.854472
1.119048,6,1020.877426
1.142857,7,1020.90043
-0.738095,12,1020.941495
1.119048,6,1020.964452
1.142857,7,1020.988473
1.238095,11,1021.026116
1.095238,5,1021.044073
1.166667,8,1021.072359
1.190476,9,1021.104225
-0.809524,9,1021.133119
-0.761905,11,1021.172028
1.309524,14,1021.217058
1.285714,13,1021.259822
1.142857,7,1021.282743
1.071429,4,1021.297736
1.166667,8,1021.325988
1.285714,13,1021.365879
1.190476,9,1021.394831
1.166667,8,1021.421798
1.238095,11,1021.461625
1.238095,11,1021.503249
1.214286,10,1021.538012
1.214286,10,1021.571899
1.238095,11,1021.607749
-0.857143,7,1021.63517
1.190476,9,1021.666115
1.238095,11,1021.70203
1.119048,6,1021.722901
1.309524,14,1021.769479
1.142857,7,1021.792511
1.261905,12,1021.831752
1.142857,7,1021.854709
1.071429,4,1021.868679
1.190476,9,1021.899619
1.309524,14,1021.945615
1.190476,9,1021.974917
1.261905,12,1022.01509
1.190476,9,1022.044848
-0.928571,4,1022.061785
1.214286,10,1022.094686
1.261905,12,1022.133634
1.285714,13,1022.174587
1.238095,11,1022.212496
1.285714,13,1022.258447
-9.690476,14,1022.303332
-0.928571,4,1022.319295
1.309524,14,1022.364311
-0.785714,10,1022.400806
1.190476,9,1022.431277
-0.785714,10,1022.465004
1.238095,11,1022.499127
1.119048,6,1022.521182
1.142857,7,1022.544168
1.214286,10,1022.578269
1.142857,7,1022.603562
1.142857,7,1022.632118
1.309524,14,1022.702122
1.214286,10,1022.736994
1.190476,9,1022.765909
1.095238,5,1022.783836
1.214286,10,1022.817745
-0.761905,11,1022.857433
1.309524,14,1022.902849
1.190476,9,1022.933702
1.071429,4,1022.950656
-0.809524,9,1022.980602
-0.904762,5,1022.999509
1.285714,13,1023.04115
1.238095,11,1023.079187
-0.880952,6,1023.101272
1.214286,10,1023.133106
1.190476,9,1023.163228
1.214286,10,1023.197968
1.238095,11,1023.23441
1.214286,10,1023.269468
-0.857143,7,1023.294644
1.166667,8,1023.323634
-0.904762,5,1023.342638
1.119048,6,1023.363469
1.333333,15,1023.411381
1.119048,6,1023.432395
1.380952,17,1023.488737
1.214286,10,1023.522262
1.238095,11,1023.557167
1.190476,9,1023.588244
1.119048,6,1023.609426
1.119048,6,1023.6293
1.238095,11,1023.663768
1.142857,7,1023.690705
1.166667,8,1023.718129
-0.809524,9,1023.75107
1.285714,13,1023.798479
1.214286,10,1023.841214
1.119048,6,1023.863203
-0.880952,6,1023.886146
1.285714,13,1023.929154
1.261905,12,1023.968445
1.261905,12,1024.007589
1.166667,8,1024.037454
1.261905,12,1024.074924
1.238095,11,1024.115715
1.190476,9,1024.14544
1.095238,5,1024.163034
1.214286,10,1024.197918
1.190476,9,1024.2291
-0.785714,10,1024.264108
1.238095,11,1024.303057
1.071429,4,1024.318048
1.190476,9,1024.350856
1.309524,14,1024.39645
1.214286,10,1024.432052
1.095238,5,1024.45193
1.214286,10,1024.485145
1.214286,10,1024.520199
1.285714,13,1024.561122
1.190476,9,1024.591109
-0.833333,8,1024.62101
1.285714,13,1024.663674
1.309524,14,1024.711095
1.214286,10,1024.744008
1.071429,4,1024.758925
1.095238,5,1024.776881
-0.714286,13,1024.824116
1.119048,6,1024.845082
1.214286,10,1024.881069
1.166667,8,1024.92563
1.166667,8,1024.960205
1.119048,6,1024.987768
1.166667,8,1025.031914
1.190476,9,1025.071016
-0.738095,12,1025.114733
1.238095,11,1025.155326
-0.833333,8,1025.188253
1.428571,19,1025.254221
1.190476,9,1025.286114
1.166667,8,1025.315165
1.166667,8,1025.345116
1.214286,10,1025.37915
1.285714,13,1025.422147
1.142857,7,1025.448082
-0.738095,12,1025.488056
-0.904762,5,1025.507825
-0.809524,9,1025.539621
-0.761905,11,1025.577758
